,0
4831,107131
4832,107132
4833,107133
4834,107134
4835,107135
4836,107136
4837,107137
4838,107138
4839,107139
4840,107140
4841,107141
4842,107142
4843,107143
4844,107144
4845,107145
4846,107146
4847,107147
4848,107148
4849,107149
4850,107150
4851,107151
4852,107152
4853,107153
4854,107154
4855,107155
4856,107156
4857,107157
4858,107158
4859,107159
4860,107160
4861,107161
4862,107162
4863,107163
4864,107164
4865,107165
4866,107166
4867,107167
4868,107168
4869,107169
4870,107170
4871,107171
4872,107172
4873,107173
4874,107174
4875,107175
4876,107176
4877,107177
4878,107178
4879,107179
4880,107180
4881,107181
4882,107182
4883,107183
4884,107184
4885,107185
4886,107186
4887,107187
4888,107188
4889,107189
4890,107190
4891,107191
4892,107192
4893,107193
4894,107194
4895,107195
4896,107196
4897,107197
4898,107198
4899,107199
4900,107200
4901,107201
4902,107202
4903,107203
4904,107204
4905,107205
4906,107206
4907,107207
4908,107208
4909,107209
4910,107210
4911,107211
4912,107212
4913,107213
4914,107214
4915,107215
4916,107216
4917,107217
4918,107218
4919,107219
4920,107220
4921,107221
4922,107222
4923,107223
4924,107224
4925,107225
4926,107226
4927,107227
4928,107228
4929,107229
4930,107230
4931,107231
4932,107232
4933,107233
4934,107234
4935,107235
4936,107236
4937,107237
4938,107238
4939,107239
4940,107240
4941,107241
4942,107242
4943,107243
4944,107244
4945,107245
4946,107246
4947,107247
4948,107248
4949,107249
4950,107250
4951,107251
4952,107252
4953,107253
4954,107254
4955,107255
4956,107256
4957,107257
4958,107258
4959,107259
4960,107260
4961,107261
4962,107262
4963,107263
4964,107264
4965,107265
4966,107266
4967,107267
4968,108001
4969,108002
4970,108003
4971,108004
4972,108005
4973,108006
4974,108007
4975,108008
4976,108009
4977,108010
4978,108011
4979,108012
4980,108013
4981,108014
4982,108015
4983,108016
4984,108017
4985,108018
4986,108019
4987,108020
4988,108021
4989,108022
4990,108023
4991,108024
4992,108025
4993,108026
4994,108027
4995,108028
4996,108029
4997,108030
4998,108031
4999,108032
5000,108033
5001,108034
5002,108035
5003,108036
5004,108037
5005,108038
5006,108039
5007,108040
5008,108041
5009,108042
5010,108043
5011,108044
5012,108045
5013,108046
5014,108047
5015,108049
5016,108050
5017,108051
5018,108052
5019,108053
5020,108054
5021,108055
5022,108056
5023,108057
5024,108058
5025,108059
5026,108060
5027,108061
5028,108062
5029,108063
5030,108064
5031,108065
5032,108066
5033,108067
5034,108068
5035,108069
5036,108070
5037,108071
5038,108072
5039,108073
5040,108074
5041,108075
5042,108076
5043,108077
5044,108078
5045,108079
5046,108080
5047,108081
5048,108082
5049,108083
5050,108084
5051,108085
5052,108086
5053,108087
5054,108088
5055,108089
5056,108090
5057,108091
5058,108092
5059,108093
5060,108094
5061,108095
5062,108096
5063,108097
5064,108098
5065,108099
5066,108100
5067,108101
5068,108102
5069,108103
5070,108104
5071,108105
5072,108106
5073,108107
5074,108108
5075,108109
5076,108110
5077,108111
5078,108112
5079,108113
5080,108114
5081,108115
5082,108116
5083,108117
5084,108118
5085,108119
5086,108120
5087,108121
5088,108122
5089,108123
5090,108124
5091,108125
5092,108126
5093,108127
5094,108128
5095,108129
5096,108130
5097,108131
5098,108132
5099,108133
5100,108134
5101,108135
5102,108136
5103,108137
5104,108138
5105,108139
5106,108140
5107,108141
5108,108142
5109,108143
5110,108144
5111,108145
5112,108146
5113,108147
5114,108148
5115,108149
5116,108150
5117,108151
5118,108152
5119,108153
5120,108154
5121,108155
5122,108156
5123,108157
5124,108158
5125,108159
5126,108160
5127,108161
5128,108162
5129,108163
5130,108164
5131,108165
5132,108166
5133,108167
5134,108168
5135,108169
5136,108170
5137,108171
5138,108172
5139,108173
5140,108174
5141,108175
5142,108176
5143,108177
5144,108178
5145,108179
5146,108180
5147,108181
5148,108182
5149,108183
5150,108184
5151,108185
5152,108186
5153,108187
5154,108188
5155,108189
5156,108190
5157,108191
5158,108192
5159,108193
5160,108194
5161,108195
5162,108196
5163,108197
5164,108198
5165,108199
5166,108201
5167,108202
5168,108203
5169,108204
5170,108205
5171,108206
5172,108207
5173,108208
5174,108209
5175,108210
5176,108211
5177,108212
5178,108213
5179,108214
5180,108215
5181,108216
5182,108217
5183,108218
5184,108219
5185,108220
5186,108221
5187,108222
5188,108223
5189,108224
5190,108225
5191,108226
5192,108227
5193,108228
5194,108229
5195,108230
5196,108231
5197,108232
5198,108233
5199,108234
5200,108235
5201,108236
5202,108237
5203,108238
5204,108239
5205,108240
5206,108241
5207,108242
5208,108243
5209,108244
5210,108245
5211,109001
5212,109002
5213,109003
5214,109004
5215,109005
5216,109006
5217,109007
5218,109008
5219,109009
5220,109010
5221,109011
5222,109012
5223,109013
5224,109014
5225,109015
5226,109016
5227,109017
5228,109018
5229,109019
5230,109020
5231,109021
5232,109022
5233,109023
5234,109024
5235,109025
5236,109026
5237,109027
5238,109028
5239,109029
5240,109030
5241,109031
5242,109032
5243,109033
5244,109034
5245,109035
5246,109036
5247,109037
5248,109038
5249,109039
5250,109040
5251,109041
5252,109042
5253,109043
5254,109044
5255,109045
5256,109046
5257,109047
5258,109048
5259,109049
5260,109050
5261,109051
5262,109052
5263,109053
5264,109054
5265,109055
5266,109056
5267,109057
5268,109058
5269,109059
5270,109060
5271,109061
5272,109062
5273,109063
5274,109064
5275,109065
5276,109066
5277,109067
5278,109068
5279,109069
5280,109070
5281,109071
5282,109072
5283,109073
5284,109074
5285,109075
5286,109076
5287,109077
5288,109078
5289,109079
5290,109080
5291,109081
5292,109082
5293,109083
5294,109084
5295,109085
5296,109086
5297,109087
5298,109088
5299,109089
5300,109090
5301,109091
5302,109092
5303,109094
5304,109095
5305,109096
5306,109097
5307,109098
5308,109099
5309,109100
5310,109101
5311,109102
5312,109103
5313,109104
5314,109105
5315,109106
5316,109107
5317,109108
5318,109109
5319,109110
5320,109111
5321,109112
5322,109113
5323,109114
5324,109115
5325,109116
5326,109117
5327,109118
5328,109119
5329,109120
5330,109121
5331,109122
5332,109123
5333,109124
5334,109125
5335,109126
5336,109127
5337,109128
5338,109129
5339,109130
5340,109131
5341,109132
5342,109133
5343,109134
5344,109135
5345,109136
5346,109137
5347,109138
5348,109139
5349,109140
5350,109141
5351,109142
5352,109143
5353,109144
5354,109145
5355,109146
5356,109147
5357,109148
5358,109149
5359,109150
5360,109151
5361,109152
5362,109153
5363,109154
5364,109155
5365,109156
5366,109157
5367,109158
5368,109159
5369,109160
5370,109161
5371,109162
5372,109163
5373,109164
5374,109165
5375,109166
5376,109167
5377,109168
5378,109169
5379,109170
5380,109171
5381,109172
5382,109173
5383,109174
5384,109175
5385,109176
5386,109177
5387,109178
5388,109179
5389,109180
5390,109181
5391,109182
5392,109183
5393,109184
5394,109185
5395,109186
5396,109187
5397,109188
5398,109189
5399,109190
5400,109191
5401,109192
5402,109193
5403,109194
5404,109195
5405,109196
5406,109197
5407,109198
5408,109199
5409,109200
5410,109201
5411,109202
5412,109203
5413,109204
5414,109205
5415,109206
5416,109207
5417,109208
5418,109209
5419,109210
5420,109211
5421,109212
5422,109213
5423,109214
5424,109215
5425,109216
5426,109217
5427,109218
5428,109219
5429,109220
5430,109221
5431,109222
5432,109223
5433,109224
5434,110001
5435,110002
5436,110003
5437,110004
5438,110005
5439,110006
5440,110007
5441,110008
5442,110009
5443,110010
5444,110011
5445,110012
5446,110013
5447,110014
5448,110015
5449,110016
5450,110017
5451,110018
5452,110019
5453,110020
5454,110021
5455,110022
5456,110023
5457,110024
5458,110025
5459,110026
5460,110027
5461,110028
5462,110029
5463,110030
5464,110031
5465,110032
5466,110033
5467,110034
5468,110035
5469,110036
5470,110037
5471,110038
5472,110039
5473,110040
5474,110041
5475,110042
5476,110043
5477,110044
5478,110045
5479,110046
5480,110047
5481,110048
5482,110049
5483,110050
5484,110051
5485,110052
5486,110053
5487,110054
5488,110055
5489,110056
5490,110057
5491,110058
5492,110059
5493,110060
5494,110061
5495,110062
5496,110063
5497,110064
5498,110065
5499,110066
5500,110067
5501,110068
5502,110069
5503,110070
5504,110071
5505,110072
5506,110073
5507,110074
5508,110075
5509,110076
5510,110077
5511,110078
5512,110079
5513,110080
5514,110081
5515,110082
5516,110083
5517,110084
5518,110085
5519,110086
5520,110087
5521,110088
5522,110089
5523,110090
5524,110091
5525,110092
5526,110093
5527,110094
5528,110095
5529,110096
5530,110097
5531,110098
5532,110099
5533,110100
5534,110101
5535,110102
5536,110103
5537,110104
5538,110105
5539,110106
5540,110107
5541,110108
5542,110109
5543,110110
5544,110111
5545,110112
5546,110113
5547,110114
5548,110115
5549,110116
5550,110117
5551,110118
5552,110119
5553,110120
5554,110121
5555,110122
5556,110123
5557,110124
5558,110125
5559,110126
5560,110127
5561,110128
5562,110129
5563,110130
5564,110131
5565,110132
5566,110133
5567,110134
5568,110135
5569,110136
5570,110137
5571,110138
5572,110139
5573,110140
5574,110141
5575,110142
5576,110143
5577,110144
5578,110145
5579,110146
5580,110147
5581,110148
5582,110149
5583,110150
5584,110151
5585,110152
5586,110153
5587,110154
5588,110155
5589,110156
5590,110157
5591,110158
5592,110159
5593,110160
5594,110161
5595,110162
5596,110163
5597,110164
5598,110165
5599,110166
5600,110167
5601,110168
5602,110169
5603,110170
5604,110171
5605,110172
5606,110173
5607,110174
5608,110175
5609,110176
5610,110177
5611,110178
5612,110179
5613,110180
5614,110181
5615,110182
5616,110183
5617,110184
5618,110185
5619,110186
5620,110187
5621,110188
5622,110189
5623,110190
5624,110191
5625,110192
5626,110193
5627,110194
5628,110195
5629,110196
5630,110197
5631,110198
5632,110199
5633,110200
5634,110201
5635,110202
5636,110203
5637,110204
5638,110205
5639,110206
5640,110207
5641,110208
5642,110209
5643,110210
5644,110211
5645,110212
5646,110213
5647,110214
5648,110215
5649,110216
5650,110217
5651,110218
5652,110219
5653,110220
5654,110221
5655,110222
5656,110223
5657,110224
5658,110225
5659,110226
5660,110227
5661,110228
5662,110229
5663,110230
5664,110231
5665,110232
5666,110233
5667,110234
5668,110235
5669,110236
5670,110237
5671,110238
5672,110239
5673,110240
5674,110241
5675,110242
5676,110243
5677,110244
5678,110245
5679,110246
5680,110247
5681,110248
5682,110249
5683,110250
5684,110251
5685,110252
5686,110253
5687,110255
5688,110256
5689,110257
5690,110258
5691,110259
5692,110260
5693,110261
5694,110262
5695,110263
5696,110264
5697,110265
5698,110266
5699,110267
5700,110268
5701,110269
5702,110270
5703,110271
5704,110272
5705,110273
5706,110274
5707,110275
5708,110276
5709,110277
5710,110278
5711,110279
5712,110280
5713,110281
5714,110282
5715,110283
5716,110284
5717,110285
5718,110286
5719,110287
5720,110288
5721,110289
5722,110290
5723,110291
5724,110292
5725,110293
5726,110294
5727,110295
5728,110296
5729,110297
5730,110298
5731,110299
5732,110300
5733,110301
5734,110302
5735,111001
5736,111002
5737,111003
5738,111004
5739,111005
5740,111006
5741,111007
5742,111008
5743,111009
5744,111010
5745,111011
5746,111012
5747,111013
5748,111014
5749,111015
5750,111016
5751,111017
5752,111018
5753,111019
5754,111020
5755,111021
5756,111022
5757,111023
5758,111024
5759,111025
5760,111026
5761,111027
5762,111028
5763,111029
5764,111030
5765,111031
5766,111032
5767,111033
5768,111034
5769,111035
5770,111036
5771,111037
5772,111038
5773,111039
5774,111040
5775,111041
5776,111042
5777,111043
5778,111044
5779,111045
5780,111046
5781,111047
5782,111048
5783,111049
5784,111050
5785,111051
5786,111052
5787,111053
5788,111054
5789,111055
5790,111056
5791,111057
5792,111058
5793,111059
5794,111060
5795,111061
5796,111062
5797,111063
5798,111064
5799,111065
5800,111066
5801,111067
5802,111068
5803,111069
5804,111070
5805,111072
5806,111073
5807,111074
5808,111075
5809,111076
5810,111077
5811,111078
5812,111079
5813,111080
5814,111081
5815,111082
5816,111083
5817,111084
5818,111085
5819,111086
5820,111087
5821,111088
5822,111089
5823,111090
5824,111091
5825,111092
5826,111093
5827,111094
5828,111095
5829,111096
5830,111097
5831,111098
5832,111099
5833,111100
5834,111101
5835,111102
5836,111103
5837,111104
5838,111105
5839,111106
5840,111107
5841,111108
5842,111109
5843,111110
5844,111111
5845,111112
5846,111113
5847,111114
5848,111115
5849,111116
5850,111117
5851,111118
5852,111119
5853,111120
5854,111121
5855,111122
5856,111123
5857,111124
5858,111125
5859,111126
5860,111127
5861,111128
5862,111129
5863,111130
5864,111131
5865,111132
5866,111133
5867,111134
5868,111135
5869,111136
5870,111137
5871,111138
5872,111139
5873,111140
5874,111141
5875,111142
5876,111143
5877,111144
5878,111145
5879,111146
5880,111148
5881,111149
5882,111150
5883,111151
5884,111152
5885,111153
5886,111154
5887,111155
5888,111156
5889,111157
5890,111158
5891,111159
5892,111160
5893,111161
5894,111162
5895,111163
5896,111164
5897,111165
5898,111166
5899,111167
5900,111168
5901,111169
5902,111171
5903,111172
5904,111173
5905,111174
5906,111175
5907,111176
5908,111177
5909,111178
5910,111179
