,0,1
19507,105307,102070
19508,105307,102076
19509,105307,103139
19510,105307,103209
19511,105307,104217
19512,105307,105187
19513,105307,105221
19514,105307,105257
19515,105308,12072
19516,105308,104136
19517,105308,104238
19518,105308,105023
19519,105309,10137
19520,105309,12258
19521,105309,103220
19522,105311,1032
19523,105311,2020
19524,105311,2090
19525,105311,3093
19526,105311,3231
19527,105311,5005
19528,105311,5101
19529,105311,5199
19530,105311,5204
19531,105311,6056
19532,105311,7043
19533,105311,7204
19534,105311,7217
19535,105311,8042
19536,105311,8075
19537,105311,9142
19538,105311,10006
19539,105311,10017
19540,105311,10060
19541,105311,10090
19542,105311,10119
19543,105311,10221
19544,105311,10251
19545,105311,11079
19546,105311,11099
19547,105311,11125
19548,105311,11139
19549,105311,11205
19550,105311,11223
19551,105311,11244
19552,105311,12093
19553,105311,12217
19554,105311,12262
19555,105311,12266
19556,105311,101095
19557,105311,101125
19558,105311,101145
19559,105311,102016
19560,105311,102129
19561,105311,102188
19562,105311,103148
19563,105311,103196
19564,105311,103217
19565,105311,103256
19566,105311,104017
19567,105311,104036
19568,105311,104045
19569,105311,104076
19570,105311,104095
19571,105311,104139
19572,105311,104153
19573,105311,104263
19574,105311,105012
19575,105311,105079
19576,105311,105085
19577,105311,105154
19578,105311,105192
19579,105311,105242
19580,105312,1084
19581,105312,1201
19582,105312,2117
19583,105312,2211
19584,105312,2223
19585,105312,2237
19586,105312,3031
19587,105312,3220
19588,105312,3278
19589,105312,5031
19590,105312,5036
19591,105312,6240
19592,105312,7153
19593,105312,8033
19594,105312,8053
19595,105312,8101
19596,105312,8127
19597,105312,8231
19598,105312,8252
19599,105312,9061
19600,105312,9103
19601,105312,9105
19602,105312,9148
19603,105312,9191
19604,105312,10190
19605,105312,10240
19606,105312,11009
19607,105312,11226
19608,105312,11238
19609,105312,12081
19610,105312,12251
19611,105312,101014
19612,105312,101162
19613,105312,102071
19614,105312,102085
19615,105312,102112
19616,105312,103085
19617,105312,103103
19618,105312,104099
19619,105312,104164
19620,105312,105024
19621,105312,105058
19622,105312,105059
19623,105312,105098
19624,105312,105168
19625,105312,105227
19626,105312,105238
19627,105314,4198
19628,105314,5029
19629,105315,2186
19630,105315,3006
19631,105315,3188
19632,105315,10059
19633,105315,12146
19634,105315,104217
19635,105315,105259
19636,105316,9163
19637,105316,101163
19638,105316,104075
19639,105317,6233
19640,105318,1192
19641,105318,3052
19642,105318,4097
19643,105318,9202
19644,105318,101003
19645,105319,1084
19646,105319,2211
19647,105319,12251
19648,105319,101162
19649,105319,102085
19650,105319,102112
19651,105319,103085
19652,105319,103103
19653,105319,104230
19654,105319,105024
19655,105319,105058
19656,105319,105059
19657,105319,105129
19658,105319,105168
19659,105319,105175
19660,105319,105184
19661,105319,105230
19662,105319,105272
19663,105320,1013
19664,105320,1033
19665,105320,1113
19666,105320,2072
19667,105320,2091
19668,105320,2130
19669,105320,2132
19670,105320,2161
19671,105320,3045
19672,105320,3061
19673,105320,3109
19674,105320,3118
19675,105320,4114
19676,105320,6158
19677,105320,6191
19678,105320,6232
19679,105320,7053
19680,105320,7063
19681,105320,7177
19682,105320,7203
19683,105320,8054
19684,105320,8128
19685,105320,8133
19686,105320,8151
19687,105320,8177
19688,105320,9178
19689,105320,10071
19690,105320,10098
19691,105320,10099
19692,105320,10186
19693,105320,11144
19694,105320,11254
19695,105320,12100
19696,105320,101070
19697,105320,103265
19698,105320,104122
19699,105320,104226
19700,105320,105091
19701,105320,105117
19702,105320,105243
19703,106001,5016
19704,106001,8054
19705,106001,10186
19706,106001,11138
19707,106001,11152
19708,106001,102093
19709,106001,104201
19710,106001,105008
19711,106001,105255
19712,106002,1201
19713,106002,2237
19714,106002,3031
19715,106002,5036
19716,106002,7235
19717,106002,8053
19718,106002,8101
19719,106002,9103
19720,106002,9148
19721,106002,10218
19722,106002,12092
19723,106002,12198
19724,106002,12210
19725,106002,101207
19726,106002,102085
19727,106002,104099
19728,106002,104146
19729,106002,105098
19730,106002,105227
19731,106002,105238
19732,106002,106201
19733,106003,3048
19734,106003,11076
19735,106004,1053
19736,106004,5052
19737,106004,5152
19738,106004,9107
19739,106004,9242
19740,106004,12117
19741,106004,12258
19742,106004,101011
19743,106004,103033
19744,106004,104158
19745,106004,104202
19746,106004,105200
19747,106004,105217
19748,106004,105283
19749,106004,106005
19750,106005,1012
19751,106005,1053
19752,106005,1199
19753,106005,5052
19754,106005,8001
19755,106005,9138
19756,106005,9242
19757,106005,12117
19758,106005,12234
19759,106005,12258
19760,106005,101011
19761,106005,101152
19762,106005,103033
19763,106005,105108
19764,106005,106004
19765,106006,2186
19766,106006,3160
19767,106006,5031
19768,106006,5129
19769,106006,7217
19770,106006,8108
19771,106006,104076
19772,106008,2125
19773,106008,2230
19774,106008,6037
19775,106008,8211
19776,106008,10138
19777,106008,103162
19778,106009,101078
19779,106009,103026
19780,106010,2117
19781,106010,2223
19782,106010,2237
19783,106010,3031
19784,106010,3101
19785,106010,3160
19786,106010,3278
19787,106010,5006
19788,106010,5031
19789,106010,5036
19790,106010,6240
19791,106010,7153
19792,106010,7175
19793,106010,8033
19794,106010,8053
19795,106010,8101
19796,106010,8227
19797,106010,8231
19798,106010,8252
19799,106010,9061
19800,106010,9103
19801,106010,9105
19802,106010,9148
19803,106010,9191
19804,106010,10190
19805,106010,10240
19806,106010,10247
19807,106010,11009
19808,106010,11226
19809,106010,11238
19810,106010,12251
19811,106010,101014
19812,106010,101162
19813,106010,101200
19814,106010,102071
19815,106010,102076
19816,106010,102085
19817,106010,102112
19818,106010,103085
19819,106010,103103
19820,106010,104099
19821,106010,104164
19822,106010,105024
19823,106010,105058
19824,106010,105059
19825,106010,105098
19826,106010,105129
19827,106010,105168
19828,106010,105175
19829,106010,105184
19830,106010,105227
19831,106010,105238
19832,106010,105242
19833,106010,105245
19834,106010,105312
19835,106011,4083
19836,106011,7043
19837,106011,7204
19838,106011,9142
19839,106011,10060
19840,106011,10090
19841,106011,10264
19842,106011,101029
19843,106011,102181
19844,106011,102188
19845,106011,103013
19846,106011,103179
19847,106011,105242
19848,106011,106072
19849,106012,3063
19850,106012,12016
19851,106012,103030
19852,106012,103148
19853,106012,103233
19854,106012,105062
19855,106012,105095
19856,106012,105136
19857,106013,2140
19858,106013,3100
19859,106013,4090
19860,106013,5270
19861,106013,8105
19862,106013,8164
19863,106013,102060
19864,106013,103028
19865,106013,103042
19866,106013,103209
19867,106013,104135
19868,106013,105001
19869,106014,2159
19870,106014,3136
19871,106014,4063
19872,106014,4148
19873,106014,6060
19874,106014,6066
19875,106014,7018
19876,106014,7191
19877,106014,8001
19878,106014,8076
19879,106014,8081
19880,106014,8232
19881,106014,9062
19882,106014,9211
19883,106014,10010
19884,106014,11077
19885,106014,11193
19886,106014,12034
19887,106014,105097
19888,106015,1204
19889,106015,2154
19890,106015,3055
19891,106015,3068
19892,106015,10274
19893,106015,11086
19894,106015,101225
19895,106015,103058
19896,106015,103230
19897,106016,101029
19898,106016,103013
19899,106016,103179
19900,106018,5015
19901,106018,7046
19902,106018,10220
19903,106018,101209
19904,106019,1033
19905,106019,4114
19906,106019,5001
19907,106019,5032
19908,106019,7209
19909,106019,10215
19910,106019,11254
19911,106019,12073
19912,106019,102144
19913,106019,105255
19914,106020,6140
19915,106021,2140
19916,106021,3100
19917,106021,4090
19918,106021,5270
19919,106021,8105
19920,106021,8164
19921,106021,101113
19922,106021,102060
19923,106021,103028
19924,106021,103042
19925,106021,103209
19926,106021,104135
19927,106021,105001
19928,106021,105013
19929,106022,2054
19930,106022,3117
19931,106022,3248
19932,106022,5139
19933,106022,7044
19934,106022,8151
19935,106022,8185
19936,106022,9083
19937,106022,10205
19938,106022,11066
19939,106022,11143
19940,106022,12148
19941,106022,12158
19942,106022,12163
19943,106022,12202
19944,106022,12248
19945,106022,104170
19946,106022,105137
19947,106023,7035
19948,106023,10042
19949,106023,10167
19950,106023,10182
19951,106023,101037
19952,106023,103224
19953,106023,104223
19954,106024,1111
19955,106024,2194
19956,106024,6018
19957,106024,8013
19958,106024,8042
19959,106024,8075
19960,106024,8125
19961,106024,8144
19962,106024,8205
19963,106024,9101
19964,106024,9233
19965,106024,10204
19966,106024,10275
19967,106024,11131
19968,106024,11233
19969,106024,12218
19970,106024,101016
19971,106024,101177
19972,106024,104036
19973,106024,104045
19974,106024,104139
19975,106025,1064
19976,106025,4128
19977,106025,11035
19978,106025,102171
19979,106026,7109
19980,106026,11089
19981,106026,11256
19982,106026,12011
19983,106026,103115
19984,106026,103155
19985,106026,103167
19986,106026,103223
19987,106026,104105
19988,106026,104124
19989,106026,105096
19990,106026,105225
19991,106027,3160
19992,106027,5006
19993,106027,5031
19994,106027,6240
19995,106027,8252
19996,106027,9002
19997,106027,9030
19998,106027,9148
19999,106027,10101
20000,106027,12225
20001,106027,101199
20002,106027,101200
20003,106027,102112
20004,106027,104143
20005,106027,105024
20006,106027,105058
20007,106027,105059
20008,106027,105168
20009,106027,105175
20010,106028,11013
20011,106028,102076
20012,106028,105027
20013,106029,8095
20014,106030,6219
20015,106030,12037
20016,106030,101126
20017,106030,103013
20018,106030,105242
20019,106031,7018
20020,106031,8089
20021,106031,10252
20022,106031,11035
20023,106031,11229
20024,106031,11259
20025,106031,12143
20026,106031,101228
20027,106031,102159
20028,106031,102194
20029,106031,103171
20030,106031,104180
20031,106031,104181
20032,106031,105005
20033,106031,105017
20034,106031,105068
20035,106031,105206
20036,106031,105251
20037,106031,105300
20038,106032,2192
20039,106032,3136
20040,106032,4063
20041,106032,9159
20042,106032,11166
20043,106032,11207
20044,106033,9068
20045,106033,9103
20046,106033,9148
20047,106033,10218
20048,106033,11009
20049,106033,12198
20050,106033,12210
20051,106033,101200
20052,106033,101207
20053,106033,104099
20054,106033,104164
20055,106033,105098
20056,106033,105115
20057,106033,105227
20058,106033,105228
20059,106033,105238
20060,106033,105245
20061,106033,105247
20062,106033,105264
20063,106034,6047
20064,106034,8142
20065,106034,10088
20066,106034,11089
20067,106034,11256
20068,106034,12041
20069,106034,12136
20070,106034,101206
20071,106034,102185
20072,106034,103011
20073,106034,103067
20074,106034,103115
20075,106034,103155
20076,106034,103167
20077,106034,103223
20078,106034,104037
20079,106034,104105
20080,106034,104124
20081,106034,104208
20082,106034,105045
20083,106034,105066
20084,106034,105225
20085,106035,8210
20086,106035,10129
20087,106035,101097
20088,106035,102021
20089,106035,103215
20090,106035,105037
20091,106036,2237
20092,106036,5204
20093,106036,6240
20094,106036,7175
20095,106036,7204
20096,106036,8252
20097,106036,10090
20098,106036,12251
20099,106036,102085
20100,106036,102112
20101,106036,103085
20102,106036,105024
20103,106036,105058
20104,106036,105059
20105,106036,105129
20106,106036,105168
20107,106036,105175
20108,106036,105184
20109,106036,105242
20110,106037,101061
20111,106038,5049
20112,106038,7170
20113,106038,8226
20114,106038,8241
20115,106038,10222
20116,106038,11008
20117,106038,101135
20118,106038,105077
20119,106038,105159
20120,106040,2159
20121,106040,3183
20122,106040,7191
20123,106040,8091
20124,106040,8142
20125,106040,11089
20126,106040,11256
20127,106040,12041
20128,106040,12136
20129,106040,101206
20130,106040,103067
20131,106040,103115
20132,106040,103167
20133,106040,103223
20134,106040,104037
20135,106040,104124
20136,106040,105066
20137,106040,105225
20138,106040,106026
20139,106040,106034
20140,106041,1002
20141,106041,1113
20142,106041,2040
20143,106041,2226
20144,106041,3300
20145,106041,4014
20146,106041,5032
20147,106041,10112
20148,106041,11006
20149,106041,11153
20150,106041,102161
20151,106041,104118
20152,106042,12112
20153,106042,103124
20154,106042,104244
20155,106043,2100
20156,106043,2222
20157,106043,5186
20158,106043,5247
20159,106043,11101
20160,106043,12041
20161,106043,12179
20162,106043,101011
20163,106043,104043
20164,106043,104202
20165,106043,105038
20166,106043,105045
20167,106043,105075
20168,106043,105200
20169,106043,105217
20170,106043,106004
20171,106044,7033
20172,106044,10175
20173,106044,10220
20174,106044,11172
20175,106044,101029
20176,106044,102044
20177,106044,103013
20178,106044,103179
20179,106044,105082
20180,106045,2110
20181,106045,3272
20182,106045,105302
20183,106046,5015
20184,106046,5026
20185,106046,5040
20186,106046,5048
20187,106046,6062
20188,106046,6112
20189,106046,6202
20190,106046,6225
20191,106046,7168
20192,106046,8052
20193,106046,11149
20194,106046,11282
20195,106046,102056
20196,106046,103188
20197,106046,104168
20198,106046,105288
20199,106047,2067
20200,106047,5046
20201,106047,5129
20202,106047,6210
20203,106047,8052
20204,106047,8119
20205,106047,10175
20206,106047,11099
20207,106047,11241
20208,106047,102103
20209,106047,105082
20210,106048,2067
20211,106048,2075
20212,106048,2084
20213,106048,2138
20214,106048,2158
20215,106048,2171
20216,106048,2186
20217,106048,2210
20218,106048,2236
20219,106048,3006
20220,106048,3113
20221,106048,3145
20222,106048,3160
20223,106048,3180
20224,106048,3215
20225,106048,3216
20226,106048,3227
20227,106048,4080
20228,106048,4187
20229,106048,5015
20230,106048,5031
20231,106048,5040
20232,106048,5048
20233,106048,5129
20234,106048,5204
20235,106048,5208
20236,106048,5272
20237,106048,6062
20238,106048,6071
20239,106048,6091
20240,106048,6112
20241,106048,6119
20242,106048,6235
20243,106048,7043
20244,106048,7140
20245,106048,7147
20246,106048,7204
20247,106048,7255
20248,106048,8013
20249,106048,8042
20250,106048,8075
20251,106048,8118
20252,106048,8204
20253,106048,8205
20254,106048,9009
20255,106048,9030
20256,106048,9140
20257,106048,9141
20258,106048,9142
20259,106048,9174
20260,106048,9196
20261,106048,9231
20262,106048,9233
20263,106048,10003
20264,106048,10015
20265,106048,10034
20266,106048,10060
20267,106048,10090
20268,106048,10101
20269,106048,10204
20270,106048,10221
20271,106048,10244
20272,106048,10251
20273,106048,10256
20274,106048,11095
20275,106048,11099
20276,106048,11125
20277,106048,11131
20278,106048,11137
20279,106048,11139
20280,106048,11140
20281,106048,11170
20282,106048,11218
20283,106048,11241
20284,106048,11282
20285,106048,12009
20286,106048,12065
20287,106048,12093
20288,106048,12112
20289,106048,12145
20290,106048,12170
20291,106048,12171
20292,106048,12218
20293,106048,12268
20294,106048,101016
20295,106048,101029
20296,106048,101093
20297,106048,101095
20298,106048,101109
20299,106048,101125
20300,106048,101126
20301,106048,101199
20302,106048,102007
20303,106048,102045
20304,106048,102066
20305,106048,102070
20306,106048,102076
20307,106048,102101
20308,106048,102182
20309,106048,102208
20310,106048,103013
20311,106048,103020
20312,106048,103069
20313,106048,103124
20314,106048,103165
20315,106048,103179
20316,106048,103199
20317,106048,103209
20318,106048,103217
20319,106048,103256
20320,106048,104036
20321,106048,104093
20322,106048,104133
20323,106048,104139
20324,106048,104153
20325,106048,104169
20326,106048,104217
20327,106048,104244
20328,106048,105058
20329,106048,105059
20330,106048,105082
20331,106048,105089
20332,106048,105242
20333,106048,105257
20334,106048,106042
20335,106049,1070
20336,106049,5285
20337,106050,5016
20338,106050,8054
20339,106050,101198
20340,106050,105243
20341,106051,3117
20342,106051,4093
20343,106051,7044
20344,106051,9083
20345,106051,9167
20346,106051,101007
20347,106051,102145
20348,106051,104113
20349,106051,104130
20350,106052,3027
20351,106052,11208
20352,106053,1188
20353,106053,2148
20354,106053,9237
20355,106053,11072
20356,106053,101035
20357,106054,1192
20358,106054,1197
20359,106054,1206
20360,106054,2121
20361,106054,2160
20362,106054,3052
20363,106054,4003
20364,106054,4097
20365,106054,5054
20366,106054,5127
20367,106054,7018
20368,106054,7064
20369,106054,8188
20370,106054,8192
20371,106054,9032
20372,106054,9247
20373,106054,10232
20374,106054,11051
20375,106054,11290
20376,106054,12091
20377,106054,101003
20378,106054,102035
20379,106054,102042
20380,106054,102126
20381,106054,103078
20382,106054,104023
20383,106054,104180
20384,106054,104181
20385,106054,105214
20386,106054,105256
20387,106054,106019
20388,106055,7018
20389,106055,8001
20390,106055,8142
20391,106055,11089
20392,106055,11130
20393,106055,11190
20394,106055,11256
20395,106055,11288
20396,106055,12195
20397,106055,103011
20398,106055,103080
20399,106055,103115
20400,106055,103155
20401,106055,103167
20402,106055,103223
20403,106055,104037
20404,106055,104105
20405,106055,104124
20406,106055,105019
20407,106055,105045
20408,106055,105049
20409,106055,105066
20410,106055,105096
20411,106055,105225
20412,106055,105250
20413,106055,106026
20414,106055,106034
20415,106055,106040
20416,106056,5273
20417,106056,103164
20418,106056,103206
20419,106058,2072
20420,106058,5016
20421,106058,8054
20422,106058,10071
20423,106058,10186
20424,106058,11138
20425,106058,11152
20426,106058,102093
20427,106058,104201
20428,106058,105008
20429,106058,105243
20430,106058,105255
20431,106058,106001
20432,106059,1024
20433,106059,7019
20434,106059,8052
20435,106059,11149
20436,106060,3246
20437,106060,105306
20438,106061,2110
20439,106061,3050
20440,106061,3272
20441,106061,4068
20442,106061,6176
20443,106061,8076
20444,106061,8081
20445,106061,8225
20446,106061,11077
20447,106061,11193
20448,106061,11247
20449,106061,12035
20450,106061,101013
20451,106061,101104
20452,106061,104026
20453,106061,105005
20454,106061,105077
20455,106061,105159
20456,106061,105258
20457,106061,106014
20458,106062,2180
20459,106062,11018
20460,106062,102009
20461,106062,104236
20462,106062,105274
20463,106062,105277
20464,106063,3055
20465,106063,10274
20466,106064,3120
20467,106064,3243
20468,106064,11237
20469,106064,12021
20470,106064,105251
20471,106065,2245
20472,106065,7211
20473,106065,7220
20474,106065,8082
20475,106065,9109
20476,106065,105010
20477,106066,3243
20478,106066,105178
20479,106066,106064
20480,106067,5016
20481,106067,8054
20482,106067,104146
20483,106067,106050
20484,106068,1084
20485,106068,2117
20486,106068,2211
20487,106068,2237
20488,106068,3031
20489,106068,3220
20490,106068,3278
20491,106068,4015
20492,106068,5036
20493,106068,6240
20494,106068,8053
20495,106068,8101
20496,106068,8227
20497,106068,8231
20498,106068,9105
20499,106068,9246
20500,106068,11117
20501,106068,11226
20502,106068,12251
20503,106068,101014
20504,106068,101162
20505,106068,102071
20506,106068,102085
20507,106068,102112
20508,106068,103085
20509,106068,103103
20510,106068,104230
20511,106068,105024
20512,106068,105058
20513,106068,105059
20514,106068,105129
20515,106068,105156
20516,106068,105168
20517,106068,105175
20518,106068,105184
20519,106068,105230
20520,106068,105246
20521,106068,105312
20522,106068,105319
20523,106068,106010
20524,106068,106027
20525,106068,106036
20526,106069,8071
20527,106069,10082
20528,106069,101187
20529,106069,103007
20530,106070,8071
20531,106070,8237
20532,106070,10094
20533,106070,106069
20534,106072,10264
20535,106072,101029
20536,106072,102181
20537,106072,102188
20538,106072,103013
20539,106072,103023
20540,106072,103179
20541,106072,106011
20542,106072,106016
20543,106073,3120
20544,106073,9226
20545,106073,12003
20546,106073,103133
20547,106074,1203
20548,106074,5178
20549,106074,5241
20550,106074,8119
20551,106074,10244
20552,106074,104260
20553,106074,105082
20554,106075,5191
20555,106075,5241
20556,106075,10175
20557,106075,10244
20558,106075,11084
20559,106075,104224
20560,106075,104260
20561,106075,105082
20562,106075,106074
20563,106076,2073
20564,106076,4005
20565,106076,4109
20566,106076,4124
20567,106076,6232
20568,106076,7025
20569,106076,7065
20570,106076,7185
20571,106076,8074
20572,106076,8079
20573,106076,8190
20574,106076,9022
20575,106076,10205
20576,106076,11225
20577,106076,101105
20578,106076,103077
20579,106076,103138
20580,106078,1056
20581,106078,2223
20582,106078,3101
20583,106078,4187
20584,106078,5040
20585,106078,5048
20586,106078,7019
20587,106078,7048
20588,106078,9061
20589,106078,10116
20590,106078,10240
20591,106078,11009
20592,106078,11131
20593,106078,12081
20594,106078,101213
20595,106078,105227
20596,106078,106059
20597,106078,106073
20598,106078,106103
20599,106079,9103
20600,106079,9148
20601,106079,12072
20602,106079,103220
20603,106079,104136
20604,106079,104238
20605,106079,105023
20606,106080,3120
20607,106080,5134
20608,106080,10290
20609,106080,101194
20610,106080,102155
20611,106080,105112
20612,106081,1113
20613,106081,2147
20614,106081,4021
20615,106081,7014
20616,106081,7209
20617,106081,7252
20618,106081,8188
20619,106081,8192
20620,106081,9183
20621,106081,10163
20622,106081,10258
20623,106081,12035
20624,106081,105182
20625,106082,2050
20626,106082,10259
20627,106082,11194
20628,106082,11276
20629,106082,103186
20630,106082,105267
20631,106083,1145
20632,106083,1197
20633,106083,1206
20634,106083,2053
20635,106083,4134
20636,106083,5276
20637,106083,6068
20638,106083,7206
20639,106083,8054
20640,106083,10145
20641,106083,11262
20642,106083,102142
20643,106086,8140
20644,106086,9244
20645,106086,10127
20646,106086,11115
20647,106086,101073
20648,106086,101076
20649,106086,101083
20650,106086,102042
20651,106086,102113
20652,106086,102138
20653,106086,102184
20654,106086,103078
20655,106086,103108
20656,106087,105099
20657,106088,5040
20658,106088,5191
20659,106088,5253
20660,106088,8119
20661,106088,10175
20662,106088,10244
20663,106088,12056
20664,106088,104224
20665,106088,104260
20666,106088,105082
20667,106088,106074
20668,106088,106075
20669,106089,2233
20670,106089,8027
20671,106089,10220
20672,106089,11172
20673,106089,106044
20674,106089,106138
20675,106092,1131
20676,106092,4111
20677,106092,8050
20678,106092,9212
20679,106092,10025
20680,106092,10200
20681,106092,11016
20682,106092,103133
20683,106092,104044
20684,106092,104056
20685,106092,104156
20686,106092,105207
20687,106093,3183
20688,106093,8091
20689,106093,12136
20690,106093,106020
20691,106094,1140
20692,106094,2013
20693,106094,7050
20694,106094,9196
20695,106094,10275
20696,106094,101127
20697,106096,9103
20698,106096,10108
20699,106096,10167
20700,106096,10173
20701,106096,11009
20702,106096,12071
20703,106096,102009
20704,106096,104176
20705,106096,104236
20706,106096,105076
20707,106096,106036
20708,106097,4016
20709,106097,9056
20710,106097,11156
20711,106097,102144
20712,106098,106106
20713,106099,2242
20714,106099,4017
20715,106100,1033
20716,106100,2072
20717,106100,2091
20718,106100,3020
20719,106100,3045
20720,106100,4005
20721,106100,4014
20722,106100,4124
20723,106100,5032
20724,106100,5217
20725,106100,6232
20726,106100,6251
20727,106100,7018
20728,106100,7205
20729,106100,8074
20730,106100,8128
20731,106100,8190
20732,106100,9022
20733,106100,9122
20734,106100,9172
20735,106100,10093
20736,106100,10286
20737,106100,11111
20738,106100,12033
20739,106100,101042
20740,106100,103031
20741,106100,104150
20742,106100,104226
20743,106100,104227
20744,106100,106019
20745,106100,106203
20746,106100,107233
20747,106101,8111
20748,106102,101078
20749,106103,2223
20750,106103,5031
20751,106103,7043
20752,106103,8231
20753,106103,9103
20754,106103,9148
20755,106103,10240
20756,106103,12081
20757,106103,105243
20758,106103,106078
20759,106104,1083
20760,106104,10281
20761,106104,101122
20762,106104,101129
20763,106104,102095
20764,106104,103170
20765,106105,1158
20766,106105,7095
20767,106106,106098
20768,106107,1084
20769,106107,2211
20770,106107,11117
20771,106107,12251
20772,106107,101162
20773,106107,102085
20774,106107,102112
20775,106107,103033
20776,106107,103085
20777,106107,103103
20778,106107,104230
20779,106107,105024
20780,106107,105058
20781,106107,105059
20782,106107,105129
20783,106107,105168
20784,106107,105175
20785,106107,105184
20786,106107,105230
20787,106107,105272
20788,106107,105319
20789,106107,106010
20790,106107,106036
20791,106108,9039
20792,106108,12196
20793,106109,7018
20794,106109,7146
20795,106109,10252
20796,106109,102077
20797,106109,104180
20798,106109,104181
20799,106109,105097
20800,106110,1032
20801,106110,1203
20802,106110,5005
20803,106110,102129
20804,106110,105242
20805,106112,2073
20806,106112,5003
20807,106112,5106
20808,106112,11230
20809,106113,2145
20810,106113,7146
20811,106113,10252
20812,106113,12052
20813,106113,101176
20814,106113,102077
20815,106113,103171
20816,106114,1214
20817,106114,7009
20818,106114,10104
20819,106114,10189
20820,106116,9168
20821,106117,3151
20822,106117,3286
20823,106117,4063
20824,106117,4148
20825,106117,6060
20826,106117,7018
20827,106117,8001
20828,106117,8076
20829,106117,8081
20830,106117,9047
20831,106117,11077
20832,106117,11190
20833,106117,11193
20834,106117,11279
20835,106117,11288
20836,106117,12195
20837,106117,103080
20838,106117,103167
20839,106117,104026
20840,106117,105019
20841,106117,105049
20842,106117,105250
20843,106117,106014
20844,106117,106055
20845,106118,105234
20846,106120,1101
20847,106120,1113
20848,106120,1197
20849,106120,1206
20850,106120,2121
20851,106120,2130
20852,106120,2147
20853,106120,2164
20854,106120,2174
20855,106120,3067
20856,106120,4125
20857,106120,4133
20858,106120,5067
20859,106120,5248
20860,106120,6059
20861,106120,6139
20862,106120,7024
20863,106120,7177
20864,106120,8185
20865,106120,8188
20866,106120,8192
20867,106120,11006
20868,106120,11073
20869,106120,11118
20870,106120,12129
20871,106120,12143
20872,106120,12202
20873,106120,12221
20874,106120,101228
20875,106120,102113
20876,106120,102207
20877,106120,104023
20878,106120,105007
20879,106120,105017
20880,106120,105155
20881,106120,105214
20882,106121,2075
20883,106121,2186
20884,106121,3160
20885,106121,5031
20886,106121,7089
20887,106121,8042
20888,106121,8075
20889,106121,8205
20890,106121,10204
20891,106121,11125
20892,106121,11131
20893,106121,11233
20894,106121,12218
20895,106121,101016
20896,106121,104045
20897,106122,8072
20898,106125,2233
20899,106125,4074
20900,106125,5015
20901,106125,5048
20902,106125,5129
20903,106125,6245
20904,106125,7046
20905,106125,7131
20906,106125,8057
20907,106125,10220
20908,106125,10264
20909,106125,11172
20910,106125,12155
20911,106125,104224
20912,106125,106044
20913,106125,106047
20914,106125,106089
20915,106126,104005
20916,106126,104035
20917,106126,104179
20918,106126,105153
20919,106127,1113
20920,106127,1192
20921,106127,1197
20922,106127,2072
20923,106127,3052
20924,106127,3074
20925,106127,4056
20926,106127,4097
20927,106127,4126
20928,106127,4166
20929,106127,5016
20930,106127,5032
20931,106127,5127
20932,106127,6060
20933,106127,6232
20934,106127,7018
20935,106127,7064
20936,106127,7120
20937,106127,7177
20938,106127,7254
20939,106127,8054
20940,106127,8102
20941,106127,8151
20942,106127,9032
20943,106127,9059
20944,106127,9087
20945,106127,9122
20946,106127,9160
20947,106127,10014
20948,106127,10141
20949,106127,10232
20950,106127,11141
20951,106127,11156
20952,106127,11167
20953,106127,11230
20954,106127,12052
20955,106127,101061
20956,106127,101091
20957,106127,101164
20958,106127,102035
20959,106127,102042
20960,106127,102159
20961,106127,103071
20962,106127,103078
20963,106127,103080
20964,106127,103171
20965,106127,103239
20966,106127,103240
20967,106127,103241
20968,106127,103248
20969,106127,103259
20970,106127,104005
20971,106127,104159
20972,106127,104180
20973,106127,105048
20974,106127,105070
20975,106127,105088
20976,106127,105091
20977,106127,105097
20978,106127,105108
20979,106127,105117
20980,106127,105186
20981,106127,105214
20982,106127,105256
20983,106127,106022
20984,106127,106054
20985,106127,106058
20986,106127,106109
20987,106127,106112
20988,106128,1197
20989,106128,1206
20990,106128,2091
20991,106128,2121
20992,106128,3237
20993,106128,4134
20994,106128,5276
20995,106128,6191
20996,106128,9176
20997,106128,12148
20998,106128,12248
20999,106128,104239
21000,106128,105097
21001,106129,1053
21002,106129,3037
21003,106129,3057
21004,106129,3187
21005,106129,5040
21006,106129,5048
21007,106129,5183
21008,106129,9181
21009,106129,9182
21010,106129,12183
21011,106129,12234
21012,106129,105038
21013,106129,105252
21014,106129,106005
21015,106131,1113
21016,106131,2040
21017,106131,4160
21018,106131,4166
21019,106131,5025
21020,106131,5032
21021,106131,10112
21022,106131,11006
21023,106131,102023
21024,106133,2196
21025,106133,12069
21026,106133,108040
21027,106134,2072
21028,106134,2190
21029,106134,11138
21030,106134,11152
21031,106134,105255
21032,106134,106001
21033,106135,105043
21034,106136,2075
21035,106136,4115
21036,106136,5210
21037,106136,5253
21038,106136,8075
21039,106136,10113
21040,106136,101029
21041,106136,103013
21042,106136,103020
21043,106136,105127
21044,106136,106016
21045,106136,106048
21046,106137,3011
21047,106138,7046
21048,106138,10149
21049,106138,10175
21050,106138,10220
21051,106138,11172
21052,106138,12175
21053,106138,102157
21054,106138,103013
21055,106139,2123
21056,106139,6243
21057,106140,2076
21058,106140,3067
21059,106140,3115
21060,106140,6139
21061,106140,6251
