,author_id,interests
7073,7073,"{0, 33, 8, 43, 14}"
7074,7074,"{8, 33}"
7075,7075,"{0, 1, 33, 8, 44}"
7076,7076,"{0, 33, 44, 8}"
7077,7077,"{0, 1, 3, 8, 44, 45}"
7078,7078,"{8, 33, 45}"
7079,7079,"{8, 44, 45}"
7080,7080,"{0, 33, 2, 3, 8, 44, 45, 47}"
7081,7081,"{0, 8, 43, 44, 24}"
7082,7082,"{0, 33, 8}"
7083,7083,"{8, 33, 3, 45}"
7084,7084,"{0, 1, 33, 3, 8, 44, 45, 46, 47, 27}"
7085,7085,"{8, 33, 3}"
7086,7086,{8}
7087,7087,"{8, 45}"
7088,7088,"{0, 33, 3, 8, 44, 45, 14, 22, 27}"
7089,7089,"{0, 33, 8, 42, 12, 44, 14, 45, 46, 47, 24, 26}"
7090,7090,"{8, 43, 44, 45, 47}"
7091,7091,"{0, 1, 2, 3, 33, 8, 44, 45, 47}"
7092,7092,"{0, 1, 8}"
7093,7093,"{8, 33, 3}"
7094,7094,"{0, 8}"
7095,7095,"{33, 3, 38, 8, 44, 45, 14, 27}"
7096,7096,"{8, 33, 44, 45}"
7097,7097,"{0, 33, 3, 7, 8, 45}"
7098,7098,"{0, 33, 3, 8}"
7099,7099,"{0, 1, 3, 8}"
7100,7100,"{0, 1, 45, 8}"
7101,7101,"{0, 1, 33, 8, 44, 45, 46, 47}"
7102,7102,"{8, 33}"
7103,7103,"{0, 33, 3, 8, 43, 44, 45}"
7104,7104,"{33, 2, 3, 5, 8}"
7105,7105,"{8, 44}"
7106,7106,"{1, 33, 3, 8, 44, 45, 47}"
7107,7107,"{8, 51, 45}"
7108,7108,"{33, 8, 44, 45, 47}"
7109,7109,"{0, 8}"
7110,7110,"{8, 33}"
7111,7111,"{0, 8, 44, 45, 47}"
7112,7112,"{0, 33, 8, 44, 45}"
7113,7113,"{8, 33, 44}"
7114,7114,"{48, 8, 44, 45}"
7115,7115,"{0, 3, 8, 44, 45}"
7116,7116,"{0, 33, 45, 8}"
7117,7117,"{0, 33, 8, 45, 25}"
7118,7118,"{0, 33, 5, 8, 44, 45, 47, 48}"
7119,7119,"{0, 33, 3, 8, 44, 45}"
7120,7120,{8}
7121,7121,"{8, 33, 45}"
7122,7122,"{0, 33, 8, 45, 47}"
7123,7123,"{8, 33, 1}"
7124,7124,"{0, 33, 8, 44, 45, 26}"
7125,7125,"{8, 45}"
7126,7126,"{0, 8, 9, 44, 45}"
7127,7127,"{0, 1, 2, 3, 33, 8}"
7128,7128,"{8, 43, 5}"
7129,7129,"{8, 33, 1}"
7130,7130,"{0, 1, 3, 8, 12, 44}"
7131,7131,"{8, 33, 27, 14}"
7132,7132,"{8, 33, 45, 47}"
7133,7133,"{8, 43, 47}"
7134,7134,"{0, 33, 3, 8, 42, 44, 47, 26}"
7135,7135,"{0, 1, 8, 44, 45, 46, 48, 24}"
7136,7136,"{8, 45}"
7137,7137,"{8, 33, 45}"
7138,7138,"{8, 33, 47}"
7139,7139,"{8, 33, 44}"
7140,7140,"{0, 33, 8, 44, 47, 26}"
7141,7141,"{8, 3}"
7142,7142,"{8, 44, 47}"
7143,7143,"{0, 33, 8}"
7144,7144,"{0, 8, 44, 45}"
7145,7145,"{0, 1, 3, 8}"
7146,7146,"{0, 34, 8, 12, 45}"
7147,7147,"{0, 33, 8, 47}"
7148,7148,"{8, 33, 45, 1}"
7149,7149,"{0, 33, 8, 44, 45, 48}"
7150,7150,"{0, 1, 33, 8, 44, 45, 47}"
7151,7151,"{8, 43}"
7152,7152,"{0, 1, 8}"
7153,7153,"{8, 1}"
7154,7154,"{8, 1, 46, 14}"
7155,7155,"{0, 33, 2, 3, 8, 45, 14, 47, 17}"
7156,7156,"{33, 8, 43, 44, 45, 47}"
7157,7157,"{0, 1, 33, 3, 8, 44, 45, 47, 48}"
7158,7158,"{0, 8, 45}"
7159,7159,"{8, 1}"
7160,7160,"{0, 33, 8, 43, 44, 45, 47}"
7161,7161,"{0, 33, 3, 8, 44, 45, 24}"
7162,7162,{8}
7163,7163,"{8, 33, 45, 24}"
7164,7164,"{8, 33}"
7165,7165,"{0, 1, 33, 3, 5, 8, 44, 45, 46, 47, 26}"
7166,7166,{8}
7167,7167,"{0, 1, 44, 8}"
7168,7168,"{8, 33}"
7169,7169,"{8, 1, 34, 45}"
7170,7170,"{8, 33, 44}"
7171,7171,"{0, 33, 8, 44, 45, 47}"
7172,7172,"{0, 1, 33, 5, 8, 44, 45, 14, 47, 48, 24, 25, 27}"
7173,7173,"{0, 1, 2, 32, 33, 5, 8, 43, 44, 45, 46, 47, 48, 25}"
7174,7174,"{8, 44, 45}"
7175,7175,"{0, 8}"
7176,7176,"{33, 8, 11, 44, 45, 51}"
7177,7177,"{8, 33, 44, 45}"
7178,7178,{8}
7179,7179,"{0, 1, 33, 8, 44, 45, 46, 27}"
7180,7180,"{0, 33, 3, 8, 44, 14, 47, 26}"
7181,7181,"{2, 5, 8, 44, 45}"
7182,7182,"{0, 1, 33, 8, 44, 45, 46, 27}"
7183,7183,"{0, 33, 3, 8, 44, 45}"
7184,7184,"{0, 8, 45, 47}"
7185,7185,"{0, 8}"
7186,7186,"{0, 33, 3, 8}"
7187,7187,"{1, 33, 3, 8, 45, 14}"
7188,7188,"{0, 33, 45, 8}"
7189,7189,"{0, 8, 45}"
7190,7190,"{0, 1, 33, 8, 44, 45, 46, 47, 48, 24}"
7191,7191,{8}
7192,7192,{8}
7193,7193,"{0, 1, 33, 8, 44}"
7194,7194,"{0, 1, 33, 5, 8, 44, 45, 47, 24}"
7195,7195,"{0, 8}"
7196,7196,"{0, 1, 33, 8, 14, 47}"
7197,7197,"{0, 1, 2, 3, 32, 5, 33, 8, 44, 45, 14, 46, 47, 24, 26, 27}"
7198,7198,"{8, 33, 45, 47}"
7199,7199,"{0, 1, 8, 12, 45, 44, 46}"
7200,7200,"{33, 5, 8, 44, 45, 47}"
7201,7201,"{33, 8, 44, 45, 14}"
7202,7202,"{8, 45}"
7203,7203,{8}
7204,7204,"{8, 1, 14, 33}"
7205,7205,"{0, 33, 32, 38, 8, 13, 22}"
7206,7206,"{0, 8}"
7207,7207,"{33, 5, 8, 45, 47, 26}"
7208,7208,"{0, 8, 3, 47}"
7209,7209,{8}
7210,7210,"{8, 1}"
7211,7211,"{0, 33, 8, 43, 44, 45, 47}"
7212,7212,"{0, 33, 3, 8, 44, 45, 47, 48, 26}"
7213,7213,"{8, 25}"
7214,7214,"{0, 33, 44, 8}"
7215,7215,"{0, 1, 33, 8, 12, 45}"
7216,7216,"{0, 8}"
7217,7217,"{0, 1, 33, 3, 8}"
7218,7218,"{0, 1, 3, 8, 45, 48, 26}"
7219,7219,"{0, 1, 33, 3, 8, 44, 45, 27}"
7220,7220,"{8, 33, 47}"
7221,7221,"{0, 33, 3, 8, 44, 45}"
7222,7222,"{0, 8, 44, 14}"
7223,7223,"{0, 33, 8, 47}"
7224,7224,"{0, 1, 33, 8, 44, 45, 47}"
7225,7225,"{0, 1, 33, 3, 8}"
7226,7226,"{0, 1, 45, 8}"
7227,7227,"{0, 1, 34, 8, 46, 54, 27}"
7228,7228,"{0, 33, 3, 8, 44, 45, 47, 48, 24}"
7229,7229,"{0, 8, 42, 44}"
7230,7230,"{8, 33, 45, 1}"
7231,7231,"{8, 45}"
7232,7232,{8}
7233,7233,"{8, 44}"
7234,7234,"{0, 1, 33, 8, 44, 45, 47, 24}"
7235,7235,"{0, 8, 44, 45}"
7236,7236,"{8, 33, 45}"
7237,7237,"{8, 45}"
7238,7238,"{8, 33}"
7239,7239,"{33, 8, 45, 46, 14}"
7240,7240,"{0, 1, 2, 33, 8, 44, 45, 31}"
7241,7241,"{8, 3, 44}"
7242,7242,"{8, 1, 43}"
7243,7243,"{8, 33, 44}"
7244,7244,"{8, 33, 45}"
7245,7245,"{8, 33, 45, 1}"
7246,7246,"{0, 33, 8, 44, 47}"
7247,7247,"{0, 8}"
7248,7248,"{0, 33, 8}"
7249,7249,"{8, 33, 44, 1}"
7250,7250,"{0, 33, 45, 8}"
7251,7251,"{8, 33, 45}"
7252,7252,"{0, 8, 45}"
7253,7253,"{0, 33, 8, 12, 45, 44, 47, 48}"
7254,7254,"{0, 1, 33, 8, 44, 45, 47}"
7255,7255,"{8, 33}"
7256,7256,"{0, 1, 33, 8, 44, 45, 27}"
7257,7257,"{8, 47}"
7258,7258,{8}
7259,7259,"{0, 1, 33, 3, 8, 44, 45, 46}"
7260,7260,"{8, 33, 27}"
7261,7261,"{0, 8, 44}"
7262,7262,"{0, 33, 8, 12, 44}"
7263,7263,"{8, 44}"
7264,7264,{8}
7265,7265,"{0, 1, 33, 8, 44, 14, 48, 26}"
7266,7266,"{0, 3, 8, 44, 47}"
7267,7267,"{0, 8, 44}"
7268,7268,"{0, 33, 8, 44, 45, 48, 24}"
7269,7269,"{0, 8, 44, 45, 48}"
7270,7270,"{0, 8, 51, 45}"
7271,7271,"{0, 33, 3, 8, 44, 45, 25}"
7272,7272,"{0, 3, 8, 44, 45}"
7273,7273,"{0, 8}"
7274,7274,"{8, 45}"
7275,7275,"{33, 8, 12, 44, 46, 47}"
7276,7276,"{0, 33, 3, 5, 38, 8, 43, 11, 45, 46}"
7277,7277,"{0, 33, 8, 44, 45}"
7278,7278,"{8, 33, 45}"
7279,7279,"{0, 33, 8, 44, 48}"
7280,7280,"{0, 33, 5, 8, 42, 44, 14, 47, 26}"
7281,7281,"{8, 45}"
7282,7282,"{0, 33, 45, 8}"
7283,7283,{8}
7284,7284,"{8, 3}"
7285,7285,"{0, 1, 33, 3, 5, 39, 8, 43, 45, 47, 26}"
7286,7286,"{0, 33, 8, 43, 44, 45, 47}"
7287,7287,"{0, 8, 42}"
7288,7288,"{0, 1, 33, 3, 8, 12, 44, 45, 47}"
7289,7289,"{0, 8}"
7290,7290,"{0, 33, 5, 8, 12, 45, 44, 47, 48, 26}"
7291,7291,"{0, 8, 45, 46, 47}"
7292,7292,"{0, 8}"
7293,7293,"{0, 1, 33, 8, 43, 44, 45, 47, 48}"
7294,7294,"{0, 8, 3, 45}"
7295,7295,"{8, 41, 45}"
7296,7296,"{0, 8, 44, 45, 47, 31}"
7297,7297,"{0, 33, 39, 8, 44, 47}"
7298,7298,"{8, 33, 3}"
7299,7299,"{0, 8, 44, 47}"
7300,7300,"{33, 8, 45, 14, 51}"
7301,7301,"{0, 33, 8, 45, 48}"
7302,7302,"{0, 1, 33, 3, 34, 8, 42, 44, 45, 48}"
7303,7303,"{0, 8, 44}"
7304,7304,"{0, 33, 34, 8, 44, 47, 24, 26}"
7305,7305,{8}
7306,7306,"{0, 33, 8}"
7307,7307,"{0, 33, 8, 45, 22}"
7308,7308,{8}
7309,7309,"{33, 2, 3, 5, 8, 45, 48, 21}"
7310,7310,"{0, 8, 45, 46}"
7311,7311,"{0, 33, 8}"
7312,7312,"{0, 33, 44, 8}"
7313,7313,"{0, 33, 5, 8, 44, 45, 25}"
7314,7314,{8}
7315,7315,"{0, 33, 8, 44, 45, 47}"
7316,7316,"{0, 33, 5, 8, 44, 46, 47, 48}"
7317,7317,"{0, 33, 3, 8, 44, 47, 26}"
7318,7318,"{8, 45}"
7319,7319,"{48, 8}"
7320,7320,"{0, 1, 33, 8, 44, 45, 47, 24}"
7321,7321,"{8, 44}"
7322,7322,"{8, 1}"
7323,7323,"{8, 33, 47}"
7324,7324,"{8, 5}"
7325,7325,"{0, 33, 8, 42, 44, 14}"
7326,7326,"{8, 24, 47}"
7327,7327,{8}
7328,7328,"{8, 33, 45}"
7329,7329,"{8, 44, 38, 47}"
7330,7330,"{0, 1, 34, 8, 44, 45, 47}"
7331,7331,"{0, 33, 44, 8}"
7332,7332,"{8, 33}"
7333,7333,"{8, 33, 12}"
7334,7334,"{1, 33, 8, 44, 45}"
7335,7335,"{0, 1, 33, 3, 34, 8, 47}"
7336,7336,"{0, 33, 8, 47}"
7337,7337,"{0, 1, 3, 8, 41, 44}"
7338,7338,{8}
7339,7339,"{8, 33}"
7340,7340,{8}
7341,7341,"{0, 1, 33, 8, 44, 45}"
7342,7342,"{8, 33, 14, 47}"
7343,7343,"{0, 8, 3, 45}"
7344,7344,"{8, 33, 44}"
7345,7345,"{0, 33, 3, 8, 45, 26}"
7346,7346,"{0, 1, 2, 33, 8, 12, 44, 45, 46, 47, 27}"
7347,7347,"{0, 34, 37, 8, 47}"
7348,7348,"{0, 33, 8}"
7349,7349,{8}
7350,7350,"{0, 8}"
7351,7351,"{0, 33, 45, 8}"
7352,7352,"{8, 33, 44, 45}"
7353,7353,"{0, 1, 33, 3, 5, 8, 44, 45, 14, 47, 48, 22, 24, 25, 26}"
7354,7354,"{34, 8, 42, 44, 46}"
7355,7355,"{0, 33, 8}"
7356,7356,"{0, 1, 33, 8, 47, 31}"
7357,7357,"{0, 33, 3, 8, 44, 48}"
7358,7358,"{0, 33, 8, 43, 44, 47, 48}"
7359,7359,"{8, 0, 43}"
7360,7360,"{0, 33, 8, 42, 44, 45, 47, 48, 26}"
7361,7361,"{33, 34, 8, 47, 18, 27}"
7362,7362,"{0, 1, 33, 8, 44, 45, 47, 48, 26}"
7363,7363,"{0, 1, 33, 3, 8, 44, 45, 47}"
7364,7364,"{0, 8}"
7365,7365,"{8, 34, 12, 45}"
7366,7366,"{0, 1, 33, 3, 8, 44, 45, 47, 26, 29}"
7367,7367,"{0, 3, 8, 44, 45, 47}"
7368,7368,"{0, 33, 8, 43, 44}"
7369,7369,{8}
7370,7370,"{0, 33, 8, 44, 45, 47}"
7371,7371,{8}
7372,7372,"{8, 47}"
7373,7373,"{8, 3, 45}"
7374,7374,"{0, 1, 33, 8, 43, 44, 45, 47, 29}"
7375,7375,"{0, 1, 33, 3, 8, 44, 45, 47}"
7376,7376,{8}
7377,7377,"{8, 1, 44, 45}"
7378,7378,"{0, 33, 8, 43, 44, 45, 47, 29}"
7379,7379,{8}
7380,7380,"{1, 33, 8, 43, 44, 45, 47}"
7381,7381,"{0, 33, 8}"
7382,7382,"{8, 33, 43, 45}"
7383,7383,"{8, 33}"
7384,7384,"{8, 45, 47}"
7385,7385,"{0, 33, 45, 8}"
7386,7386,"{8, 45}"
7387,7387,"{0, 1, 8}"
7388,7388,"{0, 33, 8, 44, 45, 47, 29}"
7389,7389,"{8, 3}"
7390,7390,"{0, 8, 47}"
7391,7391,"{0, 1, 2, 32, 33, 8, 44, 45, 47}"
7392,7392,"{0, 33, 3, 8, 44}"
7393,7393,"{0, 33, 8}"
7394,7394,"{8, 1, 45}"
7395,7395,"{8, 45}"
7396,7396,"{48, 8, 44, 45}"
7397,7397,{8}
7398,7398,"{0, 1, 3, 8}"
7399,7399,"{0, 8}"
7400,7400,"{8, 44, 45}"
7401,7401,"{8, 45}"
7402,7402,"{0, 8, 44, 47}"
7403,7403,"{0, 33, 8, 43, 45, 51}"
7404,7404,"{0, 1, 33, 3, 34, 37, 8, 42, 43, 44, 45, 47, 48, 24, 26, 29}"
7405,7405,"{8, 33, 44, 1}"
7406,7406,"{0, 8, 44}"
7407,7407,"{0, 33, 8, 45, 47}"
7408,7408,"{0, 33, 8, 43, 45}"
7409,7409,"{0, 33, 8, 11, 45}"
7410,7410,"{8, 42, 44, 47}"
7411,7411,"{0, 33, 8, 44, 45, 47, 48, 24, 25}"
7412,7412,"{0, 3, 8, 45, 14}"
7413,7413,"{0, 8}"
7414,7414,"{0, 1, 2, 3, 33, 5, 8, 9, 12, 44, 14, 45, 47, 25}"
7415,7415,"{8, 33, 1}"
7416,7416,"{0, 1, 33, 3, 8, 44, 45, 47}"
7417,7417,"{0, 33, 8}"
7418,7418,"{8, 33}"
7419,7419,"{0, 1, 33, 3, 37, 5, 8, 43, 44, 45, 46, 48, 21, 53, 23, 26}"
7420,7420,"{0, 33, 44, 8}"
7421,7421,"{1, 33, 3, 8, 45, 14, 47, 52}"
7422,7422,"{0, 8}"
7423,7423,"{0, 33, 8, 44, 45}"
7424,7424,"{8, 33, 43}"
7425,7425,"{0, 33, 8, 43, 45, 51}"
7426,7426,"{8, 0, 7}"
7427,7427,"{0, 33, 8, 44, 45}"
7428,7428,"{0, 1, 3, 6, 8, 44, 45}"
7429,7429,"{1, 33, 3, 8, 44}"
7430,7430,"{0, 33, 1, 8}"
7431,7431,"{8, 44}"
7432,7432,"{0, 1, 33, 8, 44}"
7433,7433,"{0, 8, 3, 45}"
7434,7434,"{8, 25, 43}"
7435,7435,"{0, 33, 8, 43, 44, 45, 47, 25}"
7436,7436,"{0, 33, 8, 44, 45}"
7437,7437,"{0, 8, 44, 29}"
7438,7438,"{0, 33, 3, 8, 44, 47}"
7439,7439,"{0, 33, 8, 43, 44, 45, 13, 47}"
7440,7440,{8}
7441,7441,"{0, 33, 8, 44, 47}"
7442,7442,"{8, 33, 45, 47}"
7443,7443,{8}
7444,7444,"{0, 1, 2, 3, 33, 8, 43, 12, 44, 14, 45, 47, 27, 31}"
7445,7445,"{0, 2, 3, 8, 44, 45, 47}"
7446,7446,"{8, 33, 44}"
7447,7447,"{0, 33, 8}"
7448,7448,{8}
7449,7449,"{0, 33, 8, 47}"
7450,7450,"{0, 3, 8, 44, 45, 46, 27}"
7451,7451,"{0, 33, 8, 47, 26}"
7452,7452,"{0, 8, 44, 47}"
7453,7453,"{8, 33}"
7454,7454,{8}
7455,7455,"{0, 8, 12, 45}"
7456,7456,"{8, 43, 44, 45}"
7457,7457,"{0, 33, 3, 8, 42, 44, 45, 47, 48}"
7458,7458,"{0, 8, 44}"
7459,7459,"{0, 8}"
7460,7460,"{0, 33, 8, 44, 45, 47}"
7461,7461,"{8, 1}"
7462,7462,"{1, 33, 8, 44, 45}"
7463,7463,"{0, 1, 33, 3, 8, 43, 44, 45, 47, 48}"
7464,7464,"{8, 33}"
7465,7465,"{8, 33, 47}"
7466,7466,"{8, 45}"
7467,7467,"{0, 33, 8, 44, 45, 47}"
7468,7468,"{8, 33, 44, 47}"
7469,7469,{8}
7470,7470,"{0, 1, 33, 8, 44, 47, 26}"
7471,7471,"{0, 1, 33, 3, 8, 12, 44, 14, 45, 46, 47, 48, 52, 27}"
7472,7472,"{8, 12, 14}"
7473,7473,"{33, 8, 44, 45, 48}"
7474,7474,"{8, 33, 45, 47}"
7475,7475,"{8, 44, 14}"
7476,7476,"{0, 1, 33, 3, 8, 44, 45, 46, 47, 26}"
7477,7477,"{8, 3}"
7478,7478,"{8, 33, 45, 25}"
7479,7479,"{0, 33, 3, 8}"
7480,7480,"{8, 44}"
7481,7481,{8}
7482,7482,"{8, 1, 44, 45}"
7483,7483,"{8, 44}"
7484,7484,"{0, 33, 38, 8, 44, 47}"
7485,7485,"{0, 8, 44, 46, 47, 26}"
7486,7486,"{8, 44}"
7487,7487,"{8, 33, 45}"
7488,7488,"{0, 8}"
7489,7489,"{8, 47}"
7490,7490,"{8, 2, 45}"
7491,7491,"{8, 33, 45}"
7492,7492,"{0, 33, 8, 47}"
7493,7493,"{8, 45}"
7494,7494,"{8, 2, 3}"
7495,7495,"{8, 33, 47}"
7496,7496,"{38, 8, 44, 45, 47}"
7497,7497,"{0, 1, 3, 8, 44, 45, 48}"
7498,7498,"{8, 3}"
7499,7499,"{0, 33, 8}"
7500,7500,"{8, 2, 44, 45}"
7501,7501,"{0, 1, 33, 5, 8, 43, 44, 45, 14, 46, 25, 27}"
7502,7502,"{8, 2, 43}"
7503,7503,"{0, 33, 3, 8, 44, 45, 48, 24}"
7504,7504,"{8, 44, 45, 47}"
7505,7505,"{0, 33, 8}"
7506,7506,"{33, 8, 43, 12, 45, 46, 44, 47, 26}"
7507,7507,"{0, 1, 33, 8, 44, 45}"
7508,7508,"{0, 33, 8, 44, 45, 26}"
7509,7509,"{8, 33, 44, 47}"
7510,7510,"{0, 33, 8, 45, 47}"
7511,7511,"{0, 1, 2, 33, 8, 43}"
7512,7512,"{0, 34, 8, 12, 44}"
7513,7513,"{0, 33, 8}"
7514,7514,"{8, 33, 45, 1}"
7515,7515,"{8, 1, 44}"
7516,7516,"{0, 1, 33, 8, 44, 45, 14, 48}"
7517,7517,"{0, 33, 8, 47}"
7518,7518,"{33, 2, 8, 43, 45}"
7519,7519,"{0, 33, 3, 8, 12, 44, 14, 47, 31}"
7520,7520,"{1, 33, 8, 44, 45}"
7521,7521,"{0, 8, 44, 45, 47}"
7522,7522,"{8, 17, 45}"
7523,7523,"{33, 35, 8, 44, 47, 29}"
7524,7524,"{0, 33, 8, 44, 45}"
7525,7525,"{8, 38, 47}"
7526,7526,"{0, 8, 44, 47, 25}"
7527,7527,"{0, 8}"
7528,7528,"{0, 8, 44}"
7529,7529,"{0, 1, 8, 44, 45, 46, 27}"
7530,7530,"{8, 1, 26, 45}"
7531,7531,"{8, 33}"
7532,7532,{8}
7533,7533,"{0, 8}"
7534,7534,"{8, 0, 43, 33}"
7535,7535,"{0, 1, 33, 3, 8, 44, 45, 14, 47, 26, 27}"
7536,7536,"{8, 33, 44}"
7537,7537,"{8, 33, 45, 31}"
7538,7538,"{8, 3, 45}"
7539,7539,"{8, 45, 23}"
7540,7540,"{0, 8, 42, 45, 46, 47, 14, 17}"
7541,7541,"{0, 8, 3, 44}"
7542,7542,"{0, 33, 8, 47}"
7543,7543,"{8, 45}"
7544,7544,"{1, 3, 8, 45, 48}"
7545,7545,"{8, 44}"
7546,7546,"{0, 1, 33, 3, 5, 38, 8, 42, 44, 45, 47, 24}"
7547,7547,"{8, 33, 44, 47}"
7548,7548,{8}
7549,7549,"{0, 33, 8, 44, 45, 47}"
7550,7550,"{0, 1, 33, 3, 8, 44, 45, 47, 26}"
7551,7551,"{8, 33}"
7552,7552,"{0, 33, 45, 8}"
7553,7553,"{8, 1, 44, 45}"
7554,7554,"{0, 1, 33, 8, 45, 47, 48, 26}"
7555,7555,"{33, 8, 43, 47, 24}"
7556,7556,"{0, 1, 8}"
7557,7557,"{0, 33, 8, 47}"
7558,7558,"{0, 1, 33, 3, 8, 44, 45, 47, 26}"
7559,7559,"{1, 33, 3, 5, 38, 8, 45, 47}"
7560,7560,"{0, 8, 44, 45}"
7561,7561,"{0, 3, 8, 44, 46}"
7562,7562,"{0, 8, 45}"
7563,7563,"{0, 33, 8, 45, 47}"
7564,7564,"{33, 8, 43, 44, 47}"
7565,7565,"{8, 2, 43, 14}"
7566,7566,"{0, 33, 8, 44, 22}"
7567,7567,"{8, 33, 47}"
7568,7568,"{8, 33, 45}"
7569,7569,"{8, 33, 44}"
7570,7570,"{0, 33, 2, 5, 38, 8, 42, 44, 45, 48, 27, 29}"
7571,7571,"{8, 3, 45}"
7572,7572,"{8, 44}"
7573,7573,"{33, 2, 8, 44, 45}"
7574,7574,"{0, 1, 33, 8, 44, 45, 17}"
7575,7575,"{0, 1, 33, 3, 5, 8, 41, 12, 44, 45, 48, 21, 26}"
7576,7576,"{0, 1, 33, 3, 8, 44, 45}"
7577,7577,"{8, 33, 3}"
7578,7578,"{0, 33, 44, 8}"
7579,7579,"{8, 33}"
7580,7580,"{33, 8, 43, 24, 25}"
7581,7581,{8}
7582,7582,"{0, 33, 3, 8, 45, 17}"
7583,7583,"{0, 8}"
7584,7584,"{8, 26, 44}"
7585,7585,"{8, 33, 47}"
7586,7586,"{8, 3}"
7587,7587,"{0, 1, 2, 3, 33, 5, 8, 12, 44, 14, 45, 46, 47, 48, 26}"
7588,7588,"{8, 45}"
7589,7589,"{0, 1, 8}"
7590,7590,"{8, 33, 45}"
7591,7591,"{0, 8, 43, 45, 47}"
7592,7592,"{0, 3, 8, 44, 45}"
7593,7593,"{8, 33, 44}"
7594,7594,"{0, 8, 45, 47}"
7595,7595,"{8, 51, 47}"
7596,7596,"{0, 33, 38, 8, 45, 47}"
7597,7597,"{0, 1, 33, 3, 8, 42, 44, 45, 17}"
7598,7598,"{0, 1, 2, 3, 33, 8, 45}"
7599,7599,"{0, 33, 8, 43, 47}"
7600,7600,"{0, 1, 33, 3, 8, 44, 45}"
7601,7601,"{8, 3}"
7602,7602,"{8, 54}"
7603,7603,"{0, 1, 33, 34, 8, 42, 44, 45, 47}"
7604,7604,{8}
7605,7605,"{0, 1, 3, 8}"
7606,7606,"{0, 33, 38, 8, 44, 47}"
7607,7607,{8}
7608,7608,"{0, 33, 44, 8}"
7609,7609,"{8, 43}"
7610,7610,"{0, 8, 44, 45, 47}"
7611,7611,"{8, 33, 45, 47}"
7612,7612,"{0, 33, 5, 8, 44, 45, 47, 29}"
7613,7613,"{8, 51, 44, 47}"
7614,7614,"{8, 33}"
7615,7615,"{0, 1, 33, 8, 44, 45, 47}"
7616,7616,"{8, 12}"
7617,7617,"{0, 1, 33, 8, 44, 45}"
7618,7618,"{0, 8, 3, 14}"
7619,7619,"{8, 33, 45, 47}"
7620,7620,"{8, 45}"
7621,7621,"{8, 33}"
7622,7622,"{8, 0, 43, 1}"
7623,7623,"{0, 8, 2, 3}"
7624,7624,{8}
7625,7625,"{0, 33, 5, 8, 44, 25}"
7626,7626,"{0, 1, 33, 3, 8, 43, 44, 45, 47, 26}"
7627,7627,{8}
7628,7628,"{0, 1, 33, 3, 8}"
7629,7629,"{0, 33, 8, 44, 45}"
7630,7630,"{8, 44, 45, 47, 21, 54}"
7631,7631,"{0, 1, 3, 8, 44}"
7632,7632,"{0, 8, 45}"
7633,7633,"{0, 8}"
7634,7634,"{1, 3, 8, 44, 45, 46, 47}"
7635,7635,"{0, 1, 33, 3, 38, 8, 12, 44, 45, 48}"
7636,7636,"{8, 45}"
7637,7637,"{8, 1, 31}"
7638,7638,"{0, 8}"
7639,7639,"{0, 33, 8, 42, 44}"
7640,7640,"{8, 33, 45}"
7641,7641,"{0, 8, 3}"
7642,7642,"{8, 44}"
7643,7643,"{8, 1, 45}"
7644,7644,"{0, 1, 33, 3, 8, 44, 47, 26}"
7645,7645,"{0, 1, 33, 3, 8, 44}"
7646,7646,"{8, 44, 45, 47}"
7647,7647,"{0, 8, 44}"
7648,7648,"{8, 44}"
7649,7649,"{0, 33, 1, 8}"
7650,7650,"{0, 33, 3, 8, 43, 44, 45, 47, 25}"
7651,7651,"{8, 1, 44, 45}"
7652,7652,"{8, 33}"
7653,7653,"{0, 33, 8, 45, 48, 17, 21, 25}"
7654,7654,"{8, 33, 44}"
7655,7655,"{0, 8, 44}"
7656,7656,"{0, 8, 45, 46}"
7657,7657,"{8, 0, 3, 21}"
7658,7658,"{0, 1, 33, 8, 43, 45, 29}"
7659,7659,"{8, 24, 3}"
7660,7660,"{0, 33, 8}"
7661,7661,"{33, 8, 45, 47, 48}"
7662,7662,"{8, 33, 3}"
7663,7663,{8}
7664,7664,"{1, 33, 8, 43, 44, 45, 14, 17}"
7665,7665,"{0, 1, 2, 8, 46}"
7666,7666,"{0, 33, 2, 3, 8, 45}"
7667,7667,"{0, 34, 8, 44, 46, 47}"
7668,7668,"{0, 1, 3, 8, 47}"
7669,7669,"{0, 8, 44, 45, 46}"
7670,7670,"{0, 8}"
7671,7671,"{8, 45, 47}"
7672,7672,{8}
7673,7673,"{0, 33, 8, 44, 45, 46}"
7674,7674,"{0, 1, 2, 3, 33, 5, 7, 8, 9, 11, 44, 45, 14, 27}"
7675,7675,"{33, 8, 44, 45, 48, 24}"
7676,7676,"{3, 8, 44, 46, 47}"
7677,7677,"{0, 33, 8, 44, 45, 47, 48}"
7678,7678,"{8, 12, 47}"
7679,7679,"{0, 33, 2, 8}"
7680,7680,"{8, 33, 34, 44}"
7681,7681,"{0, 33, 8, 44, 45}"
7682,7682,"{8, 33, 1}"
7683,7683,"{33, 38, 8, 47, 29}"
7684,7684,"{8, 33, 43}"
7685,7685,"{0, 5, 8, 15, 25}"
7686,7686,"{8, 11}"
7687,7687,"{1, 3, 8, 9, 14, 47}"
7688,7688,"{0, 1, 33, 8, 44, 45}"
