,from_id,to_id,article_ids
12449,10766,6595,"{9801168, 9904206}"
12450,8519,10551,{9412017}
12451,8519,1478,{9412017}
12452,10551,1478,{9412017}
12453,387,9247,{9303042}
12454,9247,8006,{9303042}
12455,9247,1199,{9303042}
12456,4942,768,"{9305075, 9312131}"
12457,4942,2276,"{9305075, 9312131}"
12458,4942,11548,"{9305075, 9312131}"
12459,768,2276,"{9305075, 9312131}"
12460,768,11548,"{9305075, 9312131}"
12461,2276,11548,"{9305075, 9312131}"
12462,1491,7209,{303250}
12463,9628,11873,{111199}
12464,12394,7594,"{109214, 212279}"
12465,714,5386,"{111041, 111005}"
12466,148,5560,{9911010}
12467,148,4319,{9911010}
12468,10988,8556,"{9130, 104087}"
12469,7619,10757,"{9611032, 9610135}"
12470,7619,12123,{9610135}
12471,10757,12123,{9610135}
12472,12016,8624,"{9408086, 9407191}"
12473,9392,12411,{9207111}
12474,6703,2012,{9804116}
12475,2064,12889,{201232}
12476,5141,323,"{9409187, 9603052, 3084, 4132}"
12477,8586,5218,{9505016}
12478,8241,3012,{9810053}
12479,8122,3537,{9507134}
12480,8122,7197,{9507134}
12481,3537,7197,{9507134}
12482,6209,6967,{304191}
12483,1940,11618,{204080}
12484,1940,11852,{204080}
12485,11618,11852,{204080}
12486,411,11737,{102008}
12487,772,2242,"{9403171, 9905206, 9403111}"
12488,5847,7625,"{9909216, 9810098, 9712197}"
12489,7501,7625,"{9909216, 9810098, 9712197}"
12490,642,8376,{9310031}
12491,642,2781,{9310031}
12492,8376,2781,{9310031}
12493,5312,6388,{2122}
12494,240,10286,{103168}
12495,8031,9915,{207278}
12496,5647,7697,{9310163}
12497,8213,4719,{9910015}
12498,6718,2322,{211165}
12499,6718,2201,"{303064, 212035, 211165}"
12500,2322,2201,{211165}
12501,314,3298,{9506132}
12502,5289,3564,"{205161, 112078}"
12503,10721,8444,{9710101}
12504,10721,219,{9710101}
12505,4585,6243,"{9907180, 9807069, 101078}"
12506,1628,11664,"{211134, 9707036, 10118, 9810119}"
12507,5809,4461,{9505030}
12508,4461,3946,{9505030}
12509,4461,11481,{9505030}
12510,10411,10654,{9509086}
12511,10411,8202,{9509086}
12512,10654,8202,{9509086}
12513,11097,1085,"{9206017, 9211041, 9302069}"
12514,1112,12333,{9910003}
12515,5949,5097,{9502035}
12516,5949,11656,{9502035}
12517,5097,11656,{9502035}
12518,603,7131,"{9410049, 9504035, 9311020, 9305145}"
12519,8386,7131,"{9410049, 9504035, 9311020}"
12520,6035,8715,{9610046}
12521,6899,2825,"{9809216, 9810033, 9809214, 9811095}"
12522,8150,2825,"{9809216, 9810033, 9809214, 9811095}"
12523,2825,2490,{9810033}
12524,4506,10376,{9901163}
12525,4506,2048,{9901163}
12526,10376,2048,"{9901016, 9901163}"
12527,7066,1515,"{1010, 4186}"
12528,7066,8567,"{1010, 4186}"
12529,8028,1404,{9401103}
12530,7712,11868,{9502074}
12531,7712,8330,{9502074}
12532,2376,8274,"{9312167, 9403179, 9308131}"
12533,1514,8726,{9307119}
12534,1514,12889,{9307119}
12535,8726,12889,{9307119}
12536,11443,10290,{112236}
12537,11443,7193,{112236}
12538,11443,3005,{112236}
12539,11443,5709,{112236}
12540,12,5402,{9907059}
12541,12492,12057,{9705089}
12542,12492,7155,{9705089}
12543,12492,5048,{9705089}
12544,12492,316,{9705089}
12545,12057,7155,{9705089}
12546,12057,5048,{9705089}
12547,12057,316,{9705089}
12548,7155,5048,{9705089}
12549,5048,316,{9705089}
12550,5141,7250,"{9506010, 9401132}"
12551,2499,7444,{9506078}
12552,2499,3827,{9506078}
12553,6402,7375,"{204192, 202202, 9602050}"
12554,10642,7375,{204192}
12555,4517,7375,"{204192, 202202}"
12556,7375,1109,{204192}
12557,10473,8002,{9301045}
12558,998,3964,"{9212102, 9211038}"
12559,998,3809,"{9212102, 9211038}"
12560,3964,3809,"{9212102, 9211038}"
12561,804,7943,{2167}
12562,804,10492,"{111258, 3222, 2167}"
12563,804,3328,"{111258, 3222, 2167}"
12564,7943,10492,{2167}
12565,10492,3328,"{111258, 9909166, 3222, 2167}"
12566,12581,1964,"{203115, 105084}"
12567,7000,6217,{304097}
12568,9088,2270,{9603149}
12569,9088,10528,{9603149}
12570,2270,10528,"{9606188, 9603149}"
12571,2791,9315,{6098}
12572,2028,8938,{209024}
12573,588,2206,{9904033}
12574,588,5505,{9904033}
12575,4609,3000,{9507124}
12576,3412,3000,{9507124}
12577,4015,3000,{9507124}
12578,2857,758,{111192}
12579,2857,5261,{111192}
12580,758,5261,{111192}
12581,1474,5993,{9405018}
12582,8057,11394,"{9212008, 9304014}"
12583,5608,12542,{205233}
12584,7846,7941,{1019}
12585,7846,4900,"{1019, 108053}"
12586,7846,6816,"{1019, 108053}"
12587,2361,10474,{9906030}
12588,7696,429,{9302121}
12589,1466,429,"{9302121, 9403156}"
12590,8707,7643,{9608193}
12591,9709,4254,"{9703161, 9609036, 9707213}"
12592,9709,5879,"{9703161, 9609036, 9707213}"
12593,731,10986,"{9907146, 9711109, 9910062}"
12594,1293,4153,"{9411048, 9412158}"
12595,5965,4153,"{9411048, 9412158}"
12596,6204,7982,"{9304032, 9201062}"
12597,6204,6296,"{9304032, 9201062}"
12598,7982,6296,"{9304032, 9201062}"
12599,7982,9498,"{9304032, 9201062}"
12600,2670,7757,{9901090}
12601,6257,7757,{9901090}
12602,8822,4583,{9210148}
12603,8822,1318,{9210148}
12604,4583,1318,"{9301096, 9210148}"
12605,6431,9224,"{204075, 110188}"
12606,6986,5163,{3243}
12607,6986,4771,{3243}
12608,5163,4771,{3243}
12609,3421,1607,"{9802115, 105301}"
12610,5362,5619,"{9812138, 9904047, 9906002, 9910002, 9903070}"
12611,5362,6155,"{9812138, 9904047, 9906002, 9910002, 9612088, 9903070}"
12612,5362,3432,{9903070}
12613,5619,3432,"{9812248, 9903070}"
12614,8542,4997,{7242}
12615,8908,3212,{9806006}
12616,10481,8889,"{7220, 9109}"
12617,8889,927,"{7220, 9109}"
12618,927,11593,"{7220, 9109}"
12619,12163,6890,{104222}
12620,12299,6725,{9802119}
12621,8765,6402,{208121}
12622,8765,456,{208121}
12623,6402,456,"{208121, 9910027, 210125, 8246}"
12624,6935,11457,{207082}
12625,9910,1188,{105235}
12626,10414,11904,"{9404089, 9411162, 9403196, 9509062}"
12627,10414,12368,"{9411162, 9509062}"
12628,6818,11904,"{9603174, 9509062, 9404089, 9411162, 9403196}"
12629,11904,12368,"{9705082, 9411162, 9509062, 9603174}"
12630,6761,1192,{9701035}
12631,3650,12669,{9808152}
12632,3650,214,{9808152}
12633,3650,9509,"{9808152, 9808155}"
12634,12669,214,{9808152}
12635,12669,9509,{9808152}
12636,214,9509,{9808152}
12637,448,5896,"{9701144, 9605211}"
12638,448,12299,"{9701144, 9607192, 9605211, 9711006}"
12639,448,1546,"{9701144, 9605211}"
12640,1310,10075,{9510222}
12641,3083,9446,{110175}
12642,1747,2038,{109075}
12643,3785,10714,{204211}
12644,10912,10324,{9601040}
12645,7320,6027,"{9705090, 9811037}"
12646,3933,2155,"{105192, 107225}"
12647,3933,10790,"{105192, 107225}"
12648,3443,4914,{9306037}
12649,3443,7353,"{9212011, 9306037}"
12650,4914,7353,"{9306037, 9906134}"
12651,3251,9590,"{9710109, 9601126}"
12652,10784,9590,"{9710109, 9601126}"
12653,9364,9590,"{9710109, 9601126}"
12654,3156,10507,{9902021}
12655,999,6043,"{12128, 212137, 208036}"
12656,6204,8487,{303206}
12657,6204,12339,{303206}
12658,8487,10318,{303206}
12659,8487,12339,{303206}
12660,10318,12339,{303206}
12661,11578,6316,"{9405169, 9211029}"
12662,6316,4526,{9405169}
12663,2028,8600,"{9803146, 9808114, 9903103}"
12664,7256,11763,"{209089, 209099, 205151}"
12665,8925,422,{301240}
12666,8925,6432,{301240}
12667,422,11029,{301240}
12668,6432,11029,{301240}
12669,908,7272,"{9607089, 9710250, 9711135}"
12670,3789,12857,{9501132}
12671,3789,8469,{9501132}
12672,12857,8469,{9501132}
12673,6626,10519,{303120}
12674,6626,6012,{303120}
12675,6626,2758,{303120}
12676,10519,6012,{303120}
12677,10519,2758,{303120}
12678,6012,2758,{303120}
12679,4989,11475,"{209128, 11121, 109010}"
12680,10307,4009,{7020}
12681,10307,12326,{7020}
12682,4009,12326,{7020}
12683,208,10627,{304217}
12684,6035,12667,{9909098}
12685,9972,9840,"{110154, 9303131, 9308084}"
12686,9972,9610,{9303131}
12687,9972,11742,{9303131}
12688,9972,10024,{9303131}
12689,9840,9610,{9303131}
12690,9840,11742,{9303131}
12691,9610,11742,{9303131}
12692,9610,10024,{9303131}
12693,8615,2589,"{210245, 301109}"
12694,2765,8908,{6026}
12695,2765,4794,"{9912081, 6026}"
12696,8908,4794,"{6026, 9912162}"
12697,10218,12837,{107238}
12698,11153,8923,{9903176}
12699,11153,8853,{9903176}
12700,8923,8853,{9903176}
12701,9641,78,{9907009}
12702,9641,1993,{9907009}
12703,78,1993,{9907009}
12704,8261,3631,"{202136, 201191}"
12705,8120,3631,"{202136, 209158, 201191}"
12706,7063,3631,"{202136, 209158, 201191}"
12707,5275,390,{9302142}
12708,6243,3595,{9807228}
12709,6243,7564,{9807228}
12710,3595,7564,{9807228}
12711,7604,1861,{212319}
12712,12219,4054,{9408115}
12713,10485,3156,"{9710048, 9708163, 9702150, 9603021, 9810009, 9610075}"
12714,10485,5837,"{9610075, 9603021}"
12715,9607,2481,{9201}
12716,8832,2481,{9201}
12717,171,7470,"{9805139, 9803086, 109063}"
12718,10126,1934,{9212127}
12719,10126,1153,{9212127}
12720,1934,1153,{9212127}
12721,1934,12898,{9212127}
12722,1153,12898,{9212127}
12723,12814,8519,"{9309153, 9312098}"
12724,7674,4240,{207201}
12725,7674,6631,{207201}
12726,4240,2405,{207201}
12727,6631,2405,{207201}
12728,4950,8270,{304104}
12729,4950,10462,"{304104, 304165}"
12730,4950,863,"{304104, 204057, 304165}"
12731,8270,10462,{304104}
12732,8270,863,"{304104, 205035}"
12733,12706,7725,{1169}
12734,12706,386,{1169}
12735,7725,4340,"{1169, 12139, 9908089, 9804166}"
12736,7725,386,"{1169, 12139, 9908089, 9804166}"
12737,5948,1553,"{202049, 107041}"
12738,8390,4474,"{9607170, 9608013}"
12739,4240,6550,{8036}
12740,3292,5977,{9501025}
12741,10740,12060,"{9910179, 9904005, 9906094, 9607184, 9812082, 9801081}"
12742,12060,7253,"{9910179, 9904005, 9906094, 9607184, 9812082, 9801081}"
12743,4667,5155,{9312001}
12744,2393,9315,{9605009}
12745,10141,4505,{9212098}
12746,8715,10878,{9409039}
12747,8586,10771,{302025}
12748,5906,5363,"{9311026, 9611127}"
12749,6946,5363,"{9311026, 9611127}"
12750,9443,12402,{102003}
12751,5409,10268,{9712214}
12752,10866,533,"{9608072, 9707097, 9605086}"
12753,11598,2634,{103108}
12754,10091,9854,"{9507067, 9507037, 9804189}"
12755,10091,7543,"{9507067, 9507037}"
12756,9854,5198,"{9507067, 9507037}"
12757,9854,7543,"{9507067, 9507037}"
12758,5198,7543,"{9507067, 9507037}"
12759,10422,12780,{201096}
12760,10422,11365,"{201096, 207243}"
12761,10422,7645,{201096}
12762,12780,11365,"{201096, 211021}"
12763,12780,7645,"{201096, 211021, 201094}"
12764,11323,4863,{5109}
12765,12503,2804,{9904203}
12766,3445,6429,"{9210112, 9210103}"
12767,145,531,{9512179}
12768,145,9528,{9512179}
12769,531,10500,{9512179}
12770,531,9528,{9512179}
12771,10500,9528,{9512179}
12772,3344,725,{9802032}
12773,3344,8278,{9802032}
12774,3344,6174,{9802032}
12775,725,8278,{9802032}
12776,725,6174,{9802032}
12777,8278,6174,{9802032}
12778,11314,4259,"{108085, 202165}"
12779,11314,6092,"{108085, 202165}"
12780,4259,6092,"{205085, 108085, 202165}"
12781,2566,4224,{9309037}
12782,2566,7692,{9309037}
12783,2566,658,{9309037}
12784,4224,7692,{9309037}
12785,4224,658,{9309037}
12786,7692,658,{9309037}
12787,8324,9173,{209172}
12788,8324,5567,{209172}
12789,8324,3147,{209172}
12790,9173,5567,{209172}
12791,9173,3147,{209172}
12792,5567,3147,{209172}
12793,8644,1961,"{302106, 210251, 205079}"
12794,8644,11448,"{302106, 205079}"
12795,1961,11448,"{302106, 9810035, 205079}"
12796,9756,9236,"{210274, 11219}"
12797,4378,299,{9304081}
12798,299,2336,{9304081}
12799,8680,12701,"{9155, 6122, 208217, 104218, 10045}"
12800,7428,11721,{9604132}
12801,10641,11721,{9604132}
12802,10989,11374,{9610027}
12803,12098,3070,{112156}
12804,11209,7330,"{9712205, 9710063}"
12805,11687,1433,{9803023}
12806,10762,1433,{9803023}
12807,9198,8058,{204198}
12808,9198,11871,{204198}
12809,8058,11871,{204198}
12810,10568,5055,{9505006}
12811,11172,2568,{109026}
12812,5659,6412,{9407102}
12813,5330,732,{9805179}
12814,5330,8776,"{9805179, 9701043}"
12815,4182,732,"{9805179, 9712102}"
12816,732,8776,{9805179}
12817,2855,8202,{9603013}
12818,2855,1334,{9603013}
12819,4193,9603,"{9811145, 9711203}"
12820,4193,457,"{9811145, 9711203}"
12821,4193,10645,{9711203}
12822,4193,10583,"{9811145, 9711203}"
12823,9603,10645,"{9812144, 9711203, 9603134}"
12824,457,10645,"{9812144, 9711203}"
12825,10645,10583,"{9812144, 9711203}"
12826,3521,8557,{9811109}
12827,445,9727,{210051}
12828,8656,4756,"{9306018, 9211138, 9206090}"
12829,7674,4756,{9306018}
12830,11883,2909,"{9905152, 9806023}"
12831,10834,4036,{204074}
12832,647,8398,{3099}
12833,647,10166,{3099}
12834,8398,10166,{3099}
12835,8005,11444,"{212328, 105211, 108029}"
12836,1576,8106,{9906234}
12837,4573,281,{9609018}
12838,4573,2156,{9609018}
12839,4573,8793,{9609018}
12840,281,2156,{9609018}
12841,281,8793,{9609018}
12842,2156,8793,{9609018}
12843,9778,1753,{9403003}
12844,10052,1076,{211015}
12845,12519,9932,"{6062, 9142, 5048, 7226, 3160}"
12846,12519,12851,"{6062, 9142, 5048, 7226, 3160}"
12847,9932,12851,"{6062, 9142, 5048, 7226, 3160}"
12848,2482,1976,{304060}
12849,5635,11331,{202057}
12850,3706,8711,{9611142}
12851,6217,2484,{201004}
12852,6217,3123,{201004}
12853,2484,12191,{201004}
12854,12191,3123,{201004}
12855,8838,11882,{9303112}
12856,8838,6096,{9303112}
12857,6494,5751,{9406076}
12858,6274,6,{9506072}
12859,6,4815,{9506072}
12860,6,1884,{9506072}
12861,10408,7814,{12113}
12862,4540,4388,{9412126}
12863,4388,12124,{9412126}
12864,4536,222,"{9401128, 9409163}"
12865,10561,222,{9409163}
12866,5018,11567,{3254}
12867,5018,753,{3254}
12868,11567,753,{3254}
12869,6282,12540,{9907224}
12870,6282,938,{9907224}
12871,6932,12540,{9907224}
12872,6932,938,{9907224}
12873,12540,938,{9907224}
12874,467,12650,"{9608032, 9509055}"
12875,3793,11224,"{9408084, 9508029}"
12876,7607,6175,{9901108}
12877,7607,6409,{9901108}
12878,6175,6409,{9901108}
12879,2305,11218,"{9812145, 2110}"
12880,2305,5177,"{9812145, 2110}"
12881,11218,12901,"{9812145, 2110}"
12882,5177,12901,"{9812145, 2110}"
12883,2539,1536,{9809070}
12884,2539,10376,"{9710104, 9801093, 9809070}"
12885,1536,10376,{9809070}
12886,11953,8292,{109116}
12887,4686,5758,{109007}
12888,2411,7164,{108117}
12889,249,3805,{9510094}
12890,11977,3805,{9510094}
12891,11844,788,{9403018}
12892,3819,788,{9403018}
12893,10494,2434,"{208003, 110252}"
12894,4103,347,{3110}
12895,347,8029,{3110}
12896,7200,1748,"{111176, 208193}"
12897,8865,5728,"{9906170, 5258}"
12898,8865,5279,"{9906170, 5258}"
12899,4287,7725,{9804166}
12900,4287,4340,{9804166}
12901,4287,386,{9804166}
12902,12185,4961,"{9609189, 9609197}"
12903,6155,12611,{9612088}
12904,6155,3718,{9612088}
12905,6155,8736,"{9612088, 9808137, 9812248}"
12906,6155,259,{9612088}
12907,5362,12611,{9612088}
12908,5362,12366,"{9612088, 9812138, 9910002}"
12909,5362,3718,{9612088}
12910,5362,8736,{9612088}
12911,5362,259,{9612088}
12912,12611,12366,{9612088}
12913,12611,3718,{9612088}
12914,12611,8736,{9612088}
12915,12611,259,{9612088}
12916,12366,3718,{9612088}
12917,12366,8736,"{9612088, 9808137}"
12918,12366,259,{9612088}
12919,3718,8736,{9612088}
12920,3718,259,{9612088}
12921,8736,259,{9612088}
12922,11260,1534,{201040}
12923,11260,12718,{201040}
12924,11260,2466,{201040}
12925,11260,9743,{201040}
12926,1534,9743,{201040}
12927,12718,9743,{201040}
12928,2466,9743,{201040}
12929,4597,9378,"{202060, 210086}"
12930,128,6896,{2101}
12931,2957,3334,"{9404106, 9305004}"
12932,2957,9652,{9305004}
12933,3334,9652,{9305004}
12934,9241,7353,"{110152, 206025}"
12935,6470,1680,{304261}
12936,9478,1430,{208061}
12937,11667,1430,{208061}
12938,11222,1430,{208061}
12939,4466,12843,"{212106, 201101}"
12940,4466,2763,{212106}
12941,12843,2763,{212106}
12942,12843,9213,"{212106, 201101}"
12943,2763,9213,{212106}
12944,12672,12267,{207049}
12945,12672,3888,{207049}
12946,12267,3888,{207049}
12947,12105,9722,{9801036}
12948,7509,12422,{108109}
12949,7509,4211,{108109}
12950,12422,4211,{108109}
12951,5335,8505,{9209010}
12952,5335,4676,"{9209010, 9203036}"
12953,8505,4676,{9209010}
12954,6912,6631,{209020}
12955,6912,8352,{209020}
12956,6912,12124,{209020}
12957,6631,8352,{209020}
12958,8352,12124,{209020}
12959,9972,11461,"{109217, 204109, 8031}"
12960,9972,11873,"{109217, 8031}"
12961,1041,12613,{9803076}
12962,1041,4346,"{9803076, 9703167}"
12963,12613,4346,{9803076}
12964,6031,4940,{9511072}
12965,4940,4233,{9511072}
12966,10175,2571,{9307160}
12967,7194,4690,{109099}
12968,8789,5698,{9301097}
12969,9056,8382,{9708079}
12970,5031,8382,{9708079}
12971,8382,7655,{9708079}
12972,6282,4178,{9212153}
12973,7639,8840,{9306145}
12974,11889,3816,{9508015}
12975,11889,10377,{9508015}
12976,11889,9176,{9508015}
12977,11889,8554,{9508015}
12978,3816,10377,{9508015}
12979,3816,7788,{9508015}
12980,10377,9176,{9508015}
12981,10377,7788,{9508015}
12982,10377,8554,{9508015}
12983,9176,7788,{9508015}
12984,7788,8554,{9508015}
12985,385,2278,{9812186}
12986,9203,2278,{9812186}
12987,9493,2278,{9812186}
12988,11793,6797,"{9501056, 9609077}"
12989,12572,9643,{9506058}
12990,7109,7767,"{9805068, 9801062}"
12991,7109,10032,"{9805068, 9801062}"
12992,7109,4359,"{9805068, 9801062}"
12993,3356,1284,{9204086}
12994,3356,4774,{9204086}
12995,582,1150,"{109048, 105260}"
12996,582,3705,"{109048, 105260, 9201013}"
12997,8235,2990,"{9902124, 9803157}"
12998,8235,5427,"{7138, 9902124, 103087, 9803157, 204184}"
12999,2990,5427,"{9902124, 9803157}"
13000,8586,9568,{9910068}
13001,7149,3078,{9601030}
13002,5873,9899,"{9507122, 9407123, 9701006}"
13003,5873,10920,{9701006}
13004,5873,12162,{9701006}
13005,5873,8929,{9701006}
13006,9899,10920,{9701006}
13007,9899,12162,{9701006}
13008,9899,8929,{9701006}
13009,10920,12162,{9701006}
13010,10920,8929,{9701006}
13011,12162,8929,{9701006}
13012,999,3969,"{11138, 11141, 105255, 6030, 107086}"
13013,999,5695,"{11138, 11141, 105255, 107086, 6030, 212155, 206044}"
13014,3969,5695,"{11138, 11141, 105255, 6030, 107086}"
13015,12915,12217,"{2138, 9909139}"
13016,2004,10300,{9118}
13017,8491,3853,"{9810082, 9808011, 3140, 301077}"
13018,8468,4721,{9304085}
13019,358,7784,"{206011, 209221, 205269}"
13020,1854,5005,{9512182}
13021,7824,5005,{9512182}
13022,9631,8636,{105077}
13023,11627,1819,"{204144, 105077, 204103}"
13024,11627,8636,{105077}
13025,1819,8636,"{9810200, 105077}"
13026,277,12823,{9308036}
13027,8662,12823,{9308036}
13028,2225,6488,{9911097}
13029,2069,3314,{9404121}
13030,9977,6889,"{9311042, 9301043}"
13031,9977,5927,"{9505025, 9311042, 9503208, 9705104, 9301043, 9805206, 2012}"
13032,11860,7650,"{207219, 108212}"
13033,5338,12648,{9902117}
13034,5338,7787,{9902117}
13035,5338,7047,{9902117}
13036,12648,7787,{9902117}
13037,12648,7047,"{9710052, 9902117}"
13038,1485,1820,{303174}
13039,4374,10275,{302064}
13040,11103,10519,{9705128}
13041,11103,463,{9705128}
13042,6636,9207,"{9904177, 9904178}"
13043,5762,8763,{108107}
13044,1542,8763,{108107}
13045,9772,1939,{9612204}
13046,9293,4953,{9602046}
13047,11911,3259,{203247}
13048,11527,7829,{9207016}
13049,3166,1110,{201230}
13050,9387,1267,{9312034}
13051,9387,7457,{9312034}
13052,9387,10835,{9312034}
13053,1267,10835,{9312034}
13054,7457,10835,{9312034}
13055,2513,12888,{9511215}
13056,5739,5441,{302135}
13057,5441,6096,{302135}
13058,5441,11308,{302135}
13059,12769,10778,{101217}
13060,6221,4947,"{9603141, 9312200, 9409164, 9508112, 9406109}"
13061,4947,1238,"{9603141, 9312200, 9409164, 9508112, 9406109}"
13062,11631,2095,{9805110}
13063,11631,3967,"{9808049, 9609107, 9805110, 9711007}"
13064,2095,3967,"{9907113, 9805110}"
13065,11495,10219,"{105194, 9603002, 9612086, 9510183}"
13066,2959,933,"{9806042, 9810226}"
13067,2959,8075,"{9806042, 9810226, 304109}"
13068,933,8075,"{9806042, 9810226}"
13069,7835,8106,"{9711040, 9506037}"
13070,7835,8259,{9506037}
13071,5809,7156,"{9401056, 9402087, 9505065, 9407120, 9809203, 9710203}"
13072,8542,7156,{9402087}
13073,773,3825,{9801020}
13074,10071,6064,{9401072}
13075,7716,1771,"{9606082, 9707250}"
13076,1771,12522,{9606082}
13077,1771,6580,{9606082}
13078,2662,2288,{9908060}
13079,11561,11332,"{9907065, 101124}"
13080,9920,10768,"{9812130, 9702131}"
13081,12706,8013,{9505032}
13082,12706,6005,{9505032}
13083,8013,1939,"{9505032, 9508177}"
13084,10832,11474,"{9809095, 103242, 9911249, 1076, 9901053}"
13085,3952,8689,{7097}
13086,273,8689,"{9805091, 9802088, 9702037, 7097, 9707068}"
13087,8615,9110,{8060}
13088,12878,7218,"{111208, 201197, 204239, 112214, 203227}"
13089,6058,7218,"{111208, 201197}"
13090,7218,1883,"{111208, 203227}"
13091,7218,4474,"{111208, 112214}"
13092,2754,9700,"{301152, 208189}"
13093,8850,867,{9409101}
13094,867,5461,"{9409101, 9302133}"
13095,867,5731,{9409101}
13096,867,9461,{9409101}
13097,5694,4740,{9510211}
13098,5694,5998,{9510211}
13099,4740,5998,{9510211}
13100,5303,6103,{107122}
13101,5303,12664,{107122}
13102,70,6103,{107122}
13103,70,12664,{107122}
13104,6103,12664,{107122}
13105,11593,7140,"{9702042, 9606181, 206125}"
13106,1447,7140,"{9702042, 9606181, 3170}"
13107,4474,99,"{9212156, 9503031}"
13108,3447,6961,{9608008}
13109,2600,12404,{9605001}
13110,2600,11183,{9605001}
13111,12404,11183,"{9402098, 9605001, 9406170, 9804001}"
13112,11745,12062,"{9307065, 9409157}"
13113,7507,12062,"{9307065, 9409157}"
13114,12062,11037,"{9307065, 9409157}"
13115,9165,6923,{9609218}
13116,9165,12254,{9609218}
13117,6923,12254,{9609218}
13118,6814,8776,{9804156}
13119,6250,1622,{110088}
13120,169,248,{9712032}
13121,3329,11873,{9707251}
13122,7927,4910,"{9912257, 3050}"
13123,5061,8615,"{9803096, 9801110}"
13124,5061,7984,"{9803096, 9801110}"
13125,11586,9046,"{9710196, 9801044}"
13126,6676,2995,{9803161}
13127,8225,1070,{9502068}
13128,12090,4808,{9804160}
13129,7229,197,{211230}
13130,7229,1646,{211230}
13131,7229,6717,{211230}
13132,197,1646,{211230}
13133,1646,6717,{211230}
13134,2149,2393,{212136}
13135,2149,4334,{212136}
13136,2149,8862,{212136}
13137,2393,4334,{212136}
13138,2393,8862,{212136}
13139,4334,8862,{212136}
13140,4263,3170,{9810049}
13141,4263,3183,{9810049}
13142,3170,3183,{9810049}
13143,11560,11692,{9407025}
13144,4412,9128,"{11168, 203209, 9705002, 9706038}"
13145,4412,9171,"{9705002, 9706038}"
13146,9128,9171,"{9705002, 9706038}"
13147,10642,9638,{9612125}
13148,10485,8487,{9701018}
13149,4832,5877,"{205076, 107015}"
13150,11361,7245,"{9409009, 9307116}"
13151,7989,7245,"{9409009, 9307116}"
13152,7245,6150,"{9409009, 9307116}"
13153,5530,6765,"{3216, 206096, 104181}"
13154,4769,6765,{3216}
13155,4810,6765,"{3216, 206096, 104181}"
13156,6765,7271,"{3216, 206096, 104181}"
13157,6765,5055,{3216}
13158,8147,7055,{3079}
13159,8110,12362,{9511200}
13160,2738,3347,{9301027}
13161,733,6302,{9703200}
13162,5728,6302,{9703200}
13163,6302,5279,{9703200}
13164,5163,6802,"{9501063, 9708095}"
13165,9815,8583,{9408039}
13166,9815,11981,{9408039}
13167,9815,3732,{9408039}
13168,8583,11981,{9408039}
13169,8583,3732,{9408039}
13170,11981,3732,{9408039}
13171,11827,2644,"{9408150, 9408151}"
13172,11827,6706,{9408151}
13173,11827,11941,{9408151}
13174,6126,2644,"{9408150, 9408151}"
13175,6126,6706,{9408151}
13176,6126,11941,{9408151}
13177,2644,6706,"{9411027, 9408151}"
13178,2644,11941,{9408151}
13179,6706,11941,{9408151}
13180,10144,8582,{9909057}
13181,3436,8391,{9911018}
13182,4333,11901,"{210052, 111167}"
13183,9017,8599,"{6176, 101104, 9910228}"
13184,6949,584,"{110272, 111045, 112112}"
13185,387,318,{9801099}
13186,318,8044,{9801099}
13187,318,11362,{9801099}
13188,318,122,{9801099}
13189,8044,122,{9801099}
13190,11362,122,{9801099}
13191,6840,4248,{9804027}
13192,4285,12378,"{9805160, 9905118}"
13193,10324,4065,{203073}
13194,4372,2402,{9409135}
13195,2220,2339,"{9904160, 9811071}"
13196,2220,4774,"{9904160, 9811071}"
13197,11505,1352,{9208047}
13198,11505,2805,{9208047}
13199,1352,2805,"{9212112, 9302123, 9305132, 9208047}"
13200,2232,9040,"{111212, 211063}"
13201,2232,9932,"{111212, 211063}"
13202,2232,10084,{211063}
13203,9040,10084,{211063}
13204,9932,10084,{211063}
13205,8233,524,"{105296, 9707016}"
13206,8821,5989,"{9509034, 103006}"
13207,10935,3325,"{9611202, 9705188}"
13208,10935,2769,{9611202}
13209,3325,2769,{9611202}
13210,10762,4248,{208126}
13211,4297,10511,"{9505146, 9611180}"
13212,3505,1372,{9802143}
13213,12168,10714,{203118}
13214,9898,5085,{9712240}
13215,9898,683,{9712240}
13216,11619,9480,{9209088}
13217,11619,1871,{9209088}
13218,11619,4094,{9209088}
13219,9480,1871,{9209088}
13220,9480,4094,{9209088}
13221,1871,4094,{9209088}
13222,4970,7271,{9303031}
13223,4752,12756,{208225}
13224,5936,12756,{208225}
13225,6425,11574,{9307063}
13226,342,7506,"{111185, 109178}"
13227,342,4041,"{111185, 109178}"
13228,796,9653,{104207}
13229,1023,841,"{9408049, 9704126, 9802070, 9406214}"
13230,5569,10737,{9707159}
13231,10737,10133,{9707159}
13232,5312,5080,{209154}
13233,5080,10133,"{209154, 107082}"
13234,4817,624,{10080}
13235,4817,232,"{10080, 10081, 9509107}"
13236,4817,8177,{10080}
13237,624,8177,{10080}
13238,232,8177,{10080}
13239,12867,12021,{303122}
13240,12867,6302,"{303122, 210311}"
13241,12867,1678,{303122}
13242,12021,6302,{303122}
13243,12021,1678,{303122}
13244,12021,5470,{303122}
13245,6302,1678,{303122}
13246,6302,5470,"{303122, 210311}"
13247,1678,5470,{303122}
13248,8439,1187,{9808165}
